R, m,likelihood
17.67449,2.03139,9.73880524337274
13.81523,2.15037,2.54183220348892
11.49856,2.01033,24.4415114630689
17.37186,2.13979,17.8354854819148
12.39477,2.11903,1.08955843465319
17.55387,2.03019,2.34506176892699
12.92229,2.1273,1.45616364949559
14.11141,2.00692,9.57670944263551
12.49193,2.1735,6.04123748708686
12.66592,2.05773,9.33898653318142
14.03501,2.18565,0.722215642035261
15.67261,2.11068,2.35066241666902
13.7173,1.97012,13.1166463358648
12.90894,2.23357,0.326108614387325
15.5883,2.17926,0.64413109613721
11.72723,1.90127,5.88761716358156
13.97806,2.07804,0.936783068208112
12.89138,2.09672,3.99796903173188
10.5805,1.92833,0.552762569129869
12.81261,2.03341,9.20742486741308
12.92634,2.05468,7.46987771810175
13.97199,2.02568,1.20977790897147
13.21828,2.17283,0.685576700264495
14.95836,2.14719,9.00033301232146
15.22592,2.1489,0.638038312924615
17.21206,2.274,0.211602145645757
12.80843,2.00404,11.9088733014969
12.32929,1.94025,4.19845245042677
14.04498,2.13047,10.2422287089671
11.99515,2.14423,0.98541972967966
12.06897,2.16366,2.75337219259288
16.46479,2.14182,3.57123725514705
14.17725,2.27142,0.1418385596351
14.08538,2.22374,1.84582898025332
15.97745,2.12915,1.02997006906979
14.39952,2.0528,19.0316686967113
13.53306,2.18448,4.25329204804519
12.13688,2.14378,4.78471188857363
14.91801,2.09545,1.92355411246251
11.37211,2.05886,3.64001688967837
13.89697,2.0274,10.8562309337444
15.04232,2.28904,0.122863360094202
12.14569,2.18031,1.92999521361187
12.66942,2.08901,1.67324250972991
16.9057,2.10156,1.23483621132493
14.0597,2.13773,11.0126094378063
12.2962,2.06166,1.35923121882263
13.94387,2.11316,2.20985196201706
16.42107,2.0421,1.84894831819661
12.69815,2.07504,1.22570048782879
13.90031,2.12158,28.7513297490009
12.27371,1.9404,1.13672273741023
19.58103,2.16015,3.86137658075104
11.4653,1.99616,1.83297559759587
17.07781,2.13379,1.28373000590516
12.81628,2.05826,7.51885352521447
17.61045,1.97256,60.8383524974144
16.93809,2.16237,4.2983021706426
13.56316,1.93906,10.4894371368032
15.85648,2.03143,3.29545754132504
15.01766,2.18368,0.546114152056748
15.32677,2.0402,7.20186096087229
11.71521,2.08149,0.915714018849057
11.8091,1.93637,1.04169596436566
13.28676,2.14576,16.4568419320332
14.00611,2.15546,1.64385543277782
14.69612,2.14356,1.80372252254202
12.36852,1.96962,1.94091844260704
14.47875,2.20807,0.554983922115776
12.05451,2.09513,3.7238954925969
11.15701,2.0313,8.60585197934596
16.03455,2.01523,2.90119964605364
18.10076,2.12627,26.1540473388257
12.3184,2.04958,5.61494924085886
15.25783,1.94166,3.85839683611459
15.64175,2.24869,0.134196088935506
11.16929,2.02206,9.12367136535742
14.55718,2.07989,17.4380078819796
16.13547,2.19552,0.399041502311448
14.75687,2.02729,142.470437384243
15.16233,2.08346,4.78073173879994
12.89604,1.97862,19.7808284210943
11.43086,2.12003,1.46941270513001
16.80036,2.05721,3.59757523429209
19.21444,1.99023,46.7071461933676
12.88649,2.07962,13.2374938776591
13.65404,2.06648,4.86211054494535
12.26127,2.1017,32.5309043591412
12.23808,1.92082,1.79939936049347
14.41155,2.06187,2.31438086840199
16.2969,2.06854,29.4446734585713
13.38517,2.14164,4.33324377962856
14.91506,2.00604,35.7436465668227
14.3896,2.15602,1.66659167004151
12.5553,1.97841,11.4298777003086
13.89186,2.11608,1.15848141622036
13.45973,2.20238,3.38614592257239
11.66938,2.03004,6.16211286525924
16.90115,2.17343,0.745412544845882
13.85165,2.03273,22.0448833825669
13.21309,2.2047,0.466515608912501
12.54367,2.09849,9.44456512499882
13.02031,2.0217,2.00932729731413
18.23016,2.17674,20.081934291911
13.52543,2.11555,18.6476709059039
12.90187,2.13737,7.82172719379893
13.9303,2.10363,14.711940210675
13.08594,1.89446,5.52245152668172
11.63795,2.04142,2.47742446952149
12.11391,2.17193,1.82534380350539
14.13837,2.28362,0.387700586590987
13.44169,2.05742,0.876572461424237
14.65232,1.9668,10.1541398428139
12.87747,2.11715,0.875214536963373
13.4362,2.04558,3.09855576315879
14.502,2.1364,3.01530872238354
13.3366,1.99087,4.00965524984162
14.58737,2.00822,17.3163171656652
13.18688,2.01056,2.02863211365209
14.90746,2.07053,42.870616479465
15.76431,2.1325,11.5726007105577
18.14113,2.05763,56.4876009715867
16.24863,2.19911,1.03796997983224
15.17634,2.06414,8.19625103477669
12.04573,2.12403,2.3305297060969
13.07034,2.04917,3.89033912086116
12.64059,2.028,1.15764858419578
14.09167,2.07682,2.09121897153851
13.43145,2.23577,0.546170823663834
15.40761,2.28746,0.11389666929692
16.13532,2.24356,2.64462110513427
13.82049,2.07419,4.79044210990232
15.48964,2.09848,3.90081019827818
13.18831,2.05031,8.80142230984527
15.16249,2.11879,1.79003594392175
11.49598,2.0552,1.49118856675902
12.42093,2.10494,0.999927005328611
12.63794,1.93845,3.29845764120697
17.17006,2.28787,10.6794250197569
14.51276,2.18075,6.38426916078782
13.67841,2.18377,2.43961941937058
13.2845,2.11913,4.04592939044028
14.85063,2.20674,1.31310796898964
16.00922,2.03164,6.09202614697622
12.34437,2.12166,1.5499862826214
15.95066,2.28892,0.642930115425244
13.33093,2.14873,1.24258641877896
12.72004,1.92929,1.18931943573929
13.14026,2.14842,9.13943116180449
12.76873,2.07667,3.67193466893837
13.52548,2.20871,0.374839849674227
12.83543,2.07935,5.55096059373074
16.31384,2.09286,4.40059496043865
12.9451,2.02005,4.8836232577674
13.05489,2.05312,13.1533948912214
12.37148,1.985,57.0255474452555
11.30637,2.01294,3.25149324827427
13.37627,2.07731,5.35211569133278
13.03377,2.07569,22.1611559258931
14.68429,2.33883,0.053592831251395
13.13117,2.14815,15.8230351746072
13.22534,2.28222,0.912104169593001
11.67385,2.12895,0.992044792806485
14.35231,2.20513,4.79687627417026
15.08698,2.12504,30.2023557837511
14.12008,2.10033,13.0553415930128
15.34931,2.13378,14.1209031729669
16.38087,2.08358,40.8179925711254
13.26491,1.95132,17.3430454387791
15.7203,2.22878,0.672991440221872
11.71541,2.02009,32.8979833536204
12.23536,2.10721,1.76242820308108
16.26898,2.16861,2.29045749598025
14.97764,2.13558,9.93640699523053
13.75969,2.07466,4.50736729183851
11.63,2.02156,1.87782495291354
12.09644,2.2071,0.195580162147689
17.56901,2.10911,19.1490176553943
16.18646,2.22111,4.92749195586938
20.00321,2.13776,84.9834282314949
14.92537,1.8948,1.64002715884975
17.69015,2.07843,32.6200417536534
15.81669,2.09194,2.47174181173731
14.28914,2.08727,1.22152771585311
10.5702,1.97768,4.26701257915308
13.23616,2.13725,0.907193225806744
11.57921,2.01633,5.68185046505946
12.50076,2.12329,0.612137086876332
13.85443,2.08025,5.24835201746652
11.8546,2.07863,1.08486344281414
13.01836,2.26313,0.860340126865755
15.19441,1.93225,9.54162054883401
14.57037,2.01456,10.375704250926
15.15839,1.99446,2.84000545281047
11.66597,2.06274,4.56627259734152
12.56126,2.11514,9.33776565943301
12.08612,2.13951,0.601587348377429
17.55984,2.19553,5.14925104143602
13.86125,1.91355,1.47926805816482
13.23903,2.03205,4.24839516872501
12.84177,2.28281,0.110507702221083
16.61505,2.20867,5.58899638391934
13.78873,2.09766,1.11032278193594
14.71885,2.07878,1.81207348320389
11.33486,1.96349,4.44804241653248
16.33722,2.09568,47.4113407927176
12.84357,2.1122,12.6790921770001
20.05629,2.11263,5.94799076871833
15.05369,2.18163,1.74110469610759
16.73406,2.16863,4.76958151691771
15.49813,2.13836,41.9463087248322
13.05023,2.11791,6.56043141396978
15.09387,2.00764,0.932415711950679
15.26398,2.16071,12.2176202519273
11.82638,2.08862,1.01490798336769
13.58386,2.06743,47.1475719000472
12.64913,2.2038,0.79261724592456
17.75385,2.22289,13.0381496258051
12.52566,2.17917,7.03556477996271
12.70473,2.20207,7.82852401008314
11.31108,2.11672,0.955022271119362
10.93213,2.08931,25.728767334757
14.69312,2.15289,0.572516352498318
13.92208,2.30225,0.044318726988886
13.53193,2.15775,7.17421872758057
15.38777,2.23032,3.17237747485098
12.67961,2.1326,4.77710049108593
14.06967,2.1151,9.22969006700755
13.33963,2.29765,0.201212587537536
12.02324,1.99925,6.03332810444898
12.37517,2.07606,14.8440631169564
12.78407,2.22317,0.849972970859527
12.26242,1.90644,6.29774477759514
13.04852,1.9549,4.48368164066879
17.39206,2.05468,7.07448727653463
13.65881,2.00262,2.99186213499282
14.74603,2.055,2.78952477655907
12.87282,2.09281,8.12367482554408
14.73373,2.07234,2.25905485662908
20.76935,2.06561,3.92330719102975
13.24254,2.1876,1.53427415024226
13.33327,1.94868,4.27597117995425
12.68881,2.12584,1.50097638513853
11.22176,2.02036,2.76004449191721
11.44731,2.01953,2.56595136495783
13.49216,2.28672,2.11221345184259
14.85595,2.08963,46.9991070169667
12.61582,2.04816,4.90506251502175
13.98244,2.07338,15.1917964299278
11.54296,2.0024,0.791066642618241
20.61809,2.04941,1.94610079245224
12.42216,2.06645,81.3338755591704
15.70768,2.25417,1.36918592312569
13.47899,1.98235,1.63177922679773
14.38211,2.14274,0.838888171173453
16.49654,2.17878,27.359781121751
15.09503,2.15715,1.44208791256333
12.65084,2.05097,15.8664678069368
14.21662,2.14592,7.5816160972873
12.40239,2.18035,0.361810208836852
12.14277,1.94149,15.1464663294054
12.94945,2.032,10.3296181140183
12.76686,1.90026,3.21792771890758
13.19335,2.03641,3.78249160286864
12.35663,2.01679,5.67144202084822
15.60983,2.06417,4.45984577853298
12.27434,2.12993,0.890728936932828
14.73523,2.03157,18.031988748039
13.24225,2.08129,3.51851265433076
13.78374,2.00135,2.64804560993758
18.88489,2.30231,0.345203500915825
11.33149,2.03974,20.1017146762619
13.44231,2.12932,1.04235396881485
12.70442,1.98596,7.82840144042587
14.55023,2.07622,22.0109174150379
12.39053,2.06036,12.5333700978856
11.68894,1.98301,0.600512597553271
19.94149,2.00586,130.941469163284
13.61298,2.11008,10.5215534021443
19.33878,2.03109,28.4107051537019
13.25397,2.10838,70.0427260628984
13.31086,1.98967,4.49668594246041
12.75398,2.11633,0.963735593357549
15.67385,2.17494,1.06028909842558
11.82299,2.02089,15.1968755223926
13.55344,2.06965,11.6002552056145
13.00013,2.08669,22.1150869122916
14.38848,2.15083,5.87181820850827
14.89842,2.01036,10.8026358431457
12.64968,2.10049,7.73227761969566
15.60198,2.1886,7.96501764251408
15.8275,2.17403,2.19559212924133
16.91598,2.25947,8.60422295262515
13.13421,2.03388,2.74011640014468
12.8731,2.13406,1.03880130639652
19.48708,2.07765,42.7478305475997
12.50529,2.10134,0.898987919400339
13.22145,2.17249,1.03946106022949
12.05419,1.99609,18.7856928163511
13.64039,2.02828,2.57239358650831
13.17141,2.08745,5.98762955733455
14.17137,2.16435,5.17148649207728
14.68559,2.12414,1.08722832882134
13.38305,1.9318,0.705696381188957
14.61271,2.05697,3.31257453292699
13.79238,2.13549,1.46354171240235
13.13995,2.07056,39.599255533996
13.23544,2.14838,3.12548835755587
14.12623,2.19991,0.687081223993976
19.11508,2.28376,5.68323899156607
16.23162,2.02247,26.0525218841184
13.20948,2.16782,0.563034530907781
17.06105,2.16833,36.231884057971
16.49972,2.20122,2.21528100839592
13.57165,2.21088,19.5061054109936
13.67662,2.10857,1.05187644238557
14.5763,2.17148,1.08301997955258
13.30774,2.13762,6.4464141821112
13.78147,2.16766,8.08989491226509
13.03573,1.93978,1.58759138572914
12.47297,2.07652,6.66031716430336
17.24561,1.97379,6.98324022346369
18.94319,2.1302,61.4590375514719
12.34542,2.02492,0.90678766841314
18.36426,2.25428,4.14337743268048
14.91305,2.08569,1.11637793412031
18.77374,2.05619,95.7670944263551
14.60713,2.06662,60.9124687823597
12.83573,2.00864,17.1112746188464
12.86448,2.29627,0.076838442334171
11.40244,2.03075,2.57417484825239
13.9476,2.23501,0.589740172274899
13.3881,2.11109,8.82908654270629
14.33998,2.09062,1.28139908277454
13.29242,2.05595,7.70920864973211
16.08766,2.13457,1.61578557879055
14.28007,2.32005,0.065385259429421
13.24157,2.0645,18.1976998107439
13.93265,2.17068,0.449153570097152
11.28404,1.99943,1.64209005221846
13.43004,2.14375,2.17239236882009
12.68093,2.02277,1.1939386124523
17.48294,2.01366,5.39374325782093
14.18641,2.05079,4.20625807075767
14.22698,1.96263,2.96757919726983
13.84979,2.06159,18.888595066299
12.33079,1.9812,6.80925241217767
12.20687,2.13492,4.84284953266502
13.02792,2.17927,0.605011552695599
12.99396,2.05869,2.36396001125245
12.453,2.14447,0.558042565254707
14.22733,2.17988,1.48293805619445
13.65818,2.05644,3.1903625528005
12.50205,2.07584,6.02083207899332
11.5167,2.00921,44.0878229433031
11.61088,2.02388,8.46195505009477
17.70699,2.05615,3.90105367459751
11.5977,2.0831,4.80526657216309
12.06346,2.00971,3.98864035227672
13.3827,2.0419,1.28385526329304
13.45928,2.05222,4.20994135551692
12.75908,2.23591,0.400081936780653
13.85689,2.1298,2.86869961846295
14.45597,2.04468,4.33011028790903
11.51524,2.08062,7.89939332659252
14.07648,2.15819,3.50703686947861
14.15443,2.11835,5.97289500247875
15.48458,2.14992,5.87733991595404
13.69347,2.15185,1.53046310283029
11.87837,1.93652,0.767528626898962
13.88873,2.16932,30.3508558941362
15.6569,2.04073,5.8491161985424
11.67881,2.09063,5.85699559553931
13.64703,2.14859,1.72553621037737
21.67765,2.11508,3.57375150991001
16.87803,2.22466,5.2225866427124
18.66607,2.1248,9.8015192354815
15.56471,2.0784,7.28549676159669
14.77107,2.15177,8.76600892379708
13.04546,2.15198,6.76315433518193
13.51524,2.13199,8.65695932960507
16.53023,2.13089,7.86788251677826
20.82676,2.11986,10.0675532825258
13.82453,2.02794,42.0999452700711
11.88469,2.13186,2.80725394419179
12.27109,2.05982,22.2662599363185
15.72042,2.07653,3.54787322739384
12.18503,2.1582,1.82940772924766
11.39512,1.96726,1.92915003578573
13.82279,1.98888,24.9968753905762
15.58767,2.14571,10.0123151476316
11.57539,2.01081,11.5099964319011
12.9937,2.07626,0.569874929549212
13.70763,2.10197,0.960684929927641
15.2116,2.16094,5.79464922090941
15.60245,2.08993,2.97412806000601
14.69932,1.99549,1.530678626369
15.49934,2.08643,17.0482636343488
11.52752,1.91555,7.05183806159075
14.92826,2.10149,3.25258255054513
12.99093,2.02385,6.55991498350181
16.04962,2.21321,1.50304742866161
13.93804,2.06448,36.7026352492109
13.27406,1.94809,9.43529744775204
12.60854,2.10565,9.15566460969402
13.19434,2.06605,19.1475510282235
12.72664,2.04701,2.04448806018973
12.93674,2.07387,2.85143184650172
13.88903,2.10513,2.44439609972158
14.63614,2.21157,0.393581628239324
15.02627,2.20055,0.360397114372385
15.75396,2.07297,41.9392719342392
16.21813,2.3677,0.067959648822592
16.09863,2.02667,37.7586467301012
15.83146,2.10714,1.32691812649776
16.44511,1.99496,52.1893429361724
14.09392,2.11021,2.2911554526063
13.25715,2.19492,0.32547453373332
11.62641,2.08804,8.24144126324812
14.36728,2.07321,11.1216148584775
12.25744,2.06995,4.52192000723507
22.28765,2.15898,41.1641213518297
12.81121,2.09592,0.672444308162398
15.03119,2.09021,8.18967282257074
17.21228,2.20536,35.3207120655552
14.57652,2.0477,6.84476751747127
13.84339,2.14056,2.27116326711378
15.45193,2.07911,17.7787259764965
12.09768,2.18943,1.22412355813546
12.48774,2.14544,0.586223512956126
16.88461,2.12361,6.07636779038962
22.07212,2.19918,79.9105002397315
13.02294,2.18605,2.5793205553793
15.74343,2.04825,26.0933096753992
17.57288,2.18667,10.7799277744839
13.33563,2.144,4.84118492842308
13.64193,2.05853,3.039763141656
13.12248,2.09083,11.6127833519138
11.65296,2.19845,8.92156163014774
14.89899,2.30239,0.408790299569707
12.78279,1.90915,3.04983119184353
12.60067,2.04126,1.06369625940573
14.21411,2.02713,10.4348189037179
11.86348,2.08942,1.94878970415423
12.47536,1.95534,6.54784510417622
11.82784,2.0273,5.17606381051466
11.37499,2.06936,1.57295028847908
11.34002,1.94609,0.759324504920423
16.31252,2.11678,1.64641304222556
13.13739,1.92712,10.0416729427123
19.3129,2.09716,57.3065902578797
13.78763,2.20593,5.676528689176
12.31859,2.16359,0.401961734046842
15.53173,2.06796,21.4721291763291
15.51132,2.12025,5.465884680765
12.33216,2.01545,10.1384917979601
21.07828,2.28777,0.357308495152396
12.50446,2.01196,17.1359048614562
12.94181,2.02143,3.32158599087892
16.10368,2.12357,3.98519103013203
12.52999,2.10887,20.9056319772547
12.52097,2.11542,2.58917105099631
11.94651,2.15106,6.95221740974284
16.15862,2.01241,2.58203112896729
13.94343,2.09589,1.30153933056626
12.10736,2.07305,1.88976616033532
12.45232,2.09947,8.72912647631352
17.8291,2.11519,8.08740871337415
12.05916,2.16652,2.52211262241704
13.10155,2.05755,16.5538247612111
15.283,2.19109,3.98185865198157
13.43281,2.24392,0.942061343266428
13.48769,2.19872,2.25664355863663
13.58039,1.97442,13.816162146479
15.75385,2.0494,7.60757105471365
13.45343,1.91264,0.642849933754314
14.61127,2.08327,6.92933464528736
12.53441,2.06549,4.23237427732209
14.77077,2.03556,16.7313612635524
13.98781,2.12607,8.01481137141437
12.88911,2.05281,6.96815552923141
13.63659,2.04563,5.9429712479051
13.98864,2.15913,0.638312811576441
12.75523,2.15084,2.54346139661465
19.86584,1.98198,19.9373965747553
12.33462,2.03378,4.38923758943072
14.27358,2.30048,0.495430152275412
16.0047,2.20652,1.75895307113206
13.27935,2.12521,28.1056773468241
14.42872,1.96003,1.25562204771866
13.86604,2.0764,2.49398948534033
13.50401,2.02486,4.56389683767588
12.48879,2.03746,1.77566591911131
12.93876,2.02971,9.75495551740284
16.31483,2.07133,4.41563487998304
12.00194,2.07892,1.86279751204764
12.47396,2.18084,2.1386257191129
18.976,2.13769,45.8589379069981
13.37454,2.08546,65.0914534921565
15.02041,2.18983,0.765846904140475
14.96567,1.99852,8.1366965012205
13.6631,2.04877,1.49914249049544
14.90862,2.02919,34.2254774454104
15.59447,2.07689,5.63262869148403
11.00357,1.87889,0.859967974792619
11.84199,2.04354,7.06534026678725
13.00145,2.05787,14.3990554219643
16.11921,2.26261,0.591173426045091
18.73512,2.06835,32.249742002064
13.56382,2.1213,11.5127791848952
13.89862,2.0492,6.03937673632081
13.41655,2.21729,0.204126248818875
11.681,2.11,3.14699949333308
13.60022,2.11281,12.1307696973373
11.83079,2.08458,1.71725705964377
12.07498,2.0502,1.69648809998422
12.19044,2.02394,10.0370366652949
13.55585,2.28193,0.153892558371447
13.10651,2.11946,1.28439612831631
12.30014,2.09224,7.91960021858097
12.89545,1.98838,15.2907536812489
13.87429,1.98322,3.92189160675977
12.86403,1.9982,7.9704773518886
16.78027,2.1342,8.27232493692352
11.87718,2.14774,1.37079628185217
18.44538,1.97713,8.62671348096516
12.08827,2.06306,1.49299189603999
11.82648,1.97727,13.5950840176192
20.90361,2.10528,16.6228930483061
17.89105,2.15177,2.11780053707422
13.49853,2.08467,1.250966371522
11.99693,2.17811,3.4536826618223
13.13647,2.14437,2.66291727913764
16.08054,2.10426,1.03168617757176
15.12156,2.16281,7.08692108713369
12.01169,1.91717,1.21225933621528
16.15097,2.08873,6.6660445025131
14.79394,2.13133,2.74663400003296
14.55709,2.11035,24.7831474597274
18.35026,2.13249,91.3325417846379
21.38339,1.88892,8.71338201209417
13.43663,2.11515,1.31535852069519
12.28308,2.06986,9.00706153624442
21.69165,2.08131,8.38033303443479
15.37534,2.00203,10.487676979549
14.11079,2.25369,1.41945850496952
16.60669,2.22606,2.48256001588838
12.58527,2.0168,12.1011169330929
17.60516,2.18618,1.005616367412
14.13958,2.13454,5.21999676360201
13.12776,2.04275,20.6791016998222
11.42805,2.07257,1.83134083450539
11.27966,1.93824,2.41916364674405
16.84246,2.05361,43.5805804933322
14.43168,1.95146,5.96295810425636
14.83382,2.05302,10.6990777394989
12.63643,2.14565,9.80497896832011
12.2034,2.00053,11.8079089374063
13.70986,2.00984,8.18752712118359
17.60377,2.1315,1.36559972360262
13.98138,2.14802,2.19526919488502
13.8888,1.94748,19.7687061381833
13.60396,2.25827,0.894903435444798
14.36991,2.14828,2.65344191217638
14.98503,2.15639,2.39453280270486
11.27068,2.05828,3.18116748846827
13.1414,2.06828,0.680206864511635
16.41851,1.91334,8.75319491614439
12.45805,1.97383,6.61791469507958
15.19637,2.12148,12.243648607285
12.91739,2.269,0.127179102642057
11.73258,2.11395,11.9111428741588
11.85377,1.97378,4.25166452666219
14.08261,2.20568,0.49123610231662
17.14057,2.32418,0.04088830998311
18.47883,2.15143,4.05023916662279
12.58714,2.12479,1.16522411920709
13.72575,2.06805,3.96333125918997
17.20769,2.11709,93.2400932400932
13.39285,2.00702,35.4773477134849
13.61026,2.03917,3.96781310013173
13.23362,2.15785,2.9929008392094
14.02862,2.00327,17.3379336650658
12.78292,1.8762,3.59519538089297
13.77788,2.17393,1.60797297319027
11.20388,2.13187,4.64999488500563
16.65469,2.19028,6.33665373989304
12.25326,2.01784,13.8435129298411
12.20409,2.02838,1.2335125627087
13.14687,2.1887,1.55308683774436
16.80229,2.10452,1.65673728785479
12.47796,2.10672,0.653625530090305
13.67934,2.10251,22.1709826179496
13.62007,2.12197,1.59039654947565
13.95743,2.0598,5.84962942597586
12.31265,2.17817,8.33409729225179
15.01704,2.22293,7.22037300446941
13.49359,2.11846,10.0969305331179
11.44749,2.05393,4.90297021935889
13.20713,1.99254,2.512373439188
12.55862,1.82531,3.24782882642953
11.06289,2.06902,1.29064565839707
14.68505,2.22104,7.64601986435961
15.76281,2.17135,1.13037905000684
16.58442,2.2694,0.344330918540602
13.19916,2.11496,2.65674108198437
12.16348,2.10708,13.7500515626934
14.76285,2.11577,18.6309945224876
11.82746,2.00271,2.8461890951111
14.1676,2.01719,4.37040015383809
17.6947,2.06832,11.4180016213562
13.22666,2.06748,6.33179892739326
12.15428,1.99951,11.8998036532397
13.11161,2.11477,2.09348236136436
18.17685,2.21493,2.30437577916706
13.49831,2.08572,2.41169575975651
12.5649,2.05735,3.55411495429408
12.71835,2.08081,2.00023202691512
12.31195,2.07455,0.641161682382608
12.03514,2.12699,2.06333616698167
15.73305,2.17935,6.71393275324954
12.11494,2.18231,3.24292070410294
15.04321,1.99824,5.69553925365654
15.9522,2.08758,28.6976984445847
12.80318,2.13531,0.532795706945312
12.26218,1.97161,0.538182428774246
13.02223,2.13768,7.02888873269136
12.94857,2.07352,0.62005736770766
12.41233,2.17256,0.52372335884739
16.56404,2.10762,10.354217790617
16.48794,2.15731,10.9140518417462
13.31482,2.05209,13.8971885987465
12.71944,2.21646,3.90947226033958
11.00473,2.01063,6.7911714770798
15.98517,2.22478,5.85644677661169
12.33029,2.07889,2.13269636801809
14.72511,2.30876,0.253716116529783
18.55159,2.14915,1.35881750265649
12.20966,1.97931,0.531249418945948
11.36815,2.07005,9.03758732568753
13.01397,2.11475,17.1969045571797
13.96972,2.0734,1.96224637965543
15.55999,2.16306,8.59527431817986
13.16488,2.33179,0.062810925860056
14.86992,2.1435,0.724627704401171
12.9711,1.92153,2.26969413601823
20.05302,2.25991,0.731526219728531
14.66219,2.11745,1.03811113602578
14.29139,2.23818,0.538306713169189
19.68286,2.19328,7.52705977990877
13.77956,2.03717,10.3396577573282
11.9729,2.19474,2.28845520120098
14.65283,2.11926,24.9233606659522
14.41788,2.12001,7.55155826404779
14.83581,2.3264,0.239349772833131
13.28014,2.10682,6.39733870709785
11.34728,2.09164,5.88917745858436
14.2951,2.22842,0.46211468300088
12.92207,2.10852,1.32321689906766
13.89823,2.14839,3.04055800320475
16.69488,1.97919,50.1730971852892
12.57788,2.19708,5.57388745206457
12.2803,1.98015,1.28918477111814
13.40026,2.08724,12.2550521452469
14.42952,2.16704,2.1559437212451
12.47854,2.06077,12.0826939574448
12.3112,1.97627,5.39994708051861
14.95575,1.98388,4.60562069950167
15.52485,2.15572,16.9917759804255
11.51951,2.06287,4.68340202322967
13.68957,2.13883,4.13496526629176
15.39486,2.17001,2.40045320556521
13.57476,2.12087,3.86234598895369
13.0487,2.15815,5.85110117724156
12.12081,1.95273,1.14596499993697
12.37987,2.01766,1.60029701512601
12.98794,2.07691,7.70796078189554
11.10477,1.9815,8.39771582129661
14.75336,2.00009,5.000025000125
13.57802,2.02676,3.57922617130176
14.52021,2.16331,8.37906908542461
12.94865,2.16284,1.61657180084482
12.52097,1.94043,2.32781176382953
15.65195,1.93815,9.03301567228219
18.50507,2.05755,3.29154172522868
15.63556,2.01073,5.38253689729043
11.68088,2.00538,3.61385261986246
17.24774,2.14551,2.99921120745244
12.2723,2.07099,8.51121778504068
15.00188,2.0218,4.15460101289173
14.2742,2.0528,15.3841420263992
11.09128,2.06149,0.653305267339048
11.38923,2.01183,20.5761316872428
12.15602,2.07696,10.8690926481457
14.7375,2.12912,5.5696653745043
13.68736,2.14682,0.91972121410558
12.42439,2.1347,6.90159702955264
16.32335,2.03926,2.22515448134987
13.6011,2.09923,3.04618936940834
15.06168,2.06387,19.2856591838309
13.19577,2.03791,2.12760525263185
21.06821,2.231,2.20991056491944
19.89296,2.22065,9.51673994556425
13.32465,2.0896,1.99435199514974
17.37614,2.21531,1.18634235230334
13.78631,2.13238,1.93414619050566
14.65425,2.22205,3.06019089470801
13.05334,2.07776,25.8137793954413
15.88517,2.2014,1.66162363892254
14.35286,1.92486,10.8398733902788
11.96907,2.01574,10.9509833983092
18.70438,2.13447,71.0479573712256
17.02295,2.10838,5.58752863608426
13.50721,2.12783,2.10579071388411
12.64333,2.05007,4.873579351619
12.5338,2.08661,4.24825078274021
13.6846,2.19783,5.90573269472677
16.03598,2.16315,13.0527854644181
12.01265,2.11869,4.21308077318458
14.64052,1.9334,1.68888678716311
13.54286,2.24472,0.415291187645585
12.05137,2.08051,0.560384827468719
12.58319,2.01792,2.71245287113136
13.762,2.02816,10.8316544268972
16.73474,2.08484,10.2443272038109
12.70465,2.02751,10.245166842542
11.37168,1.96,5.70222957176256
15.33651,2.06682,27.4800769442154
18.32693,2.12134,1.48587747751496
12.05893,2.15337,8.39877377902826
13.15954,2.08624,10.7626407215274
17.52373,2.03354,21.1474612472773
14.52692,2.20545,1.5166014780798
13.08841,2.07974,11.4751276607952
15.64509,1.96061,2.50668030300751
18.39071,2.20623,1.15166773003987
13.53699,2.20701,1.71433959353008
15.15157,2.10493,1.87929300996965
12.67708,1.92263,0.966006240400313
12.80942,2.19028,1.8415358408913
14.42437,2.07626,2.89766042896965
12.95881,2.18903,6.96810697437827
11.89127,2.08925,8.15002567258087
12.53814,2.21708,0.617962565063734
14.55916,2.10146,1.46614237415367
15.39715,2.17668,2.42887052662771
13.78116,2.13432,2.34650347517165
13.09221,1.99344,10.3682813536828
14.58739,2.11972,24.1557563167303
12.56122,2.04519,2.43560266552356
11.79793,1.97563,1.39219729106251
16.47502,2.26775,0.751489263848632
15.34471,2.0479,33.034917908229
13.46809,2.04295,3.75835293940783
13.56923,2.07773,4.24684353354369
13.34503,2.14592,6.40787399556575
15.25126,1.97321,3.95765311170476
13.67818,2.00283,8.74791143614462
12.54046,2.17373,1.64226803785099
13.90217,2.13615,9.06856743840176
13.12772,2.09201,8.06477628310591
18.50516,1.94293,8.65523598500913
11.97351,2.07034,6.79380133566134
11.41633,1.95726,0.47754283201046
15.99511,2.04797,23.2358203406371
16.83345,2.10658,17.5463222908478
12.48701,2.20868,1.06044201344004
14.11749,2.23847,2.01053520447143
16.04356,2.3066,0.066470547531859
12.25504,2.0529,11.4326218431673
14.22916,2.12976,7.40757202011897
12.85343,2.14183,0.932146276122234
16.72421,2.07002,5.74369342461977
11.40843,2.08711,7.33412052893677
13.81635,2.08303,1.64016972476312
12.23972,2.10991,1.13392055299038
12.65446,2.1086,4.30401866222492
11.54386,2.09585,1.86574822100907
14.83442,2.09528,9.53207065170767
