m,R,likelihood
1.44663200773,12.545522457,1.0879759078615
1.46662947975,13.6884580297,1.27758138512819
1.38790235534,12.1213102154,1.05862002527985
1.54462705989,13.3671995664,1.156796875723
1.15121424547,10.5526873444,0.967323801969471
1.30382842558,11.7646331794,1.06153957207217
1.29413494208,11.8048542396,1.07681688621168
1.37517000859,12.0205760873,1.05073693434891
1.27763465299,11.3256689142,1.00397070413485
1.50436165179,14.4314471906,1.38441837123179
1.36094415759,12.5895333208,1.16460531525866
1.31901400619,12.6605721897,1.21522629944148
1.46714550399,13.1606736389,1.18054694740073
1.51309448821,13.9339698865,1.28316829650426
1.25999834008,12.4102948338,1.22234595079569
1.65059230814,14.236488252,1.22790839312224
1.54353512927,13.3774357921,1.15938937280513
1.34824307341,12.3166672395,1.1251707446605
1.65470540857,13.9588736128,1.17755255122648
1.31020752026,12.684987715,1.2281180074031
1.15919304479,12.0356624208,1.24963760509452
1.76566357148,15.1623854813,1.3020477304657
1.52658498424,13.024565169,1.11123334677926
1.22791075549,10.5603530895,0.908215719397671
1.31982147087,11.6289760084,1.02463215705562
1.39376407099,12.3044779497,1.0862681583301
1.50638643354,14.4291731721,1.3821222487129
1.70165325857,14.6764629983,1.26581958020359
1.35500948406,13.0191503167,1.2509006484669
1.25761554542,11.7175578578,1.09175788303779
1.38345716935,14.1148840305,1.44008801817967
1.24393242479,11.7510697046,1.11008982846892
1.26373850863,12.2417043458,1.18584152651008
1.38518122191,14.5293613422,1.52400459639786
1.4937126867,13.7963030616,1.27426032373858
1.35080353057,11.4054421375,0.963010756830154
1.46712978019,13.4165597884,1.2269125726639
1.69752902064,15.501899058,1.41563855916307
1.64254301455,15.1088755088,1.38978452780681
1.40118063987,13.0957018691,1.22394975931028
1.26533099815,11.5114100841,1.04725639768933
1.30421790933,11.143693566,0.952154248988336
1.37508552611,13.3367470564,1.29351045803205
1.65301576764,13.3794590492,1.08292967129836
1.36181687359,12.6237333928,1.17019147843162
1.4486402692,13.0877227527,1.18240906387492
1.30762040853,12.4978965598,1.19451621496036
1.60904273272,15.1043899148,1.41787859839865
1.39703191005,13.7057697777,1.34462278624666
1.4955181999,13.3312293274,1.18836119050024
1.49985667659,12.9896141291,1.12497454745086
1.41466521676,13.4821774819,1.28489122110922
1.78573097643,16.7632256024,1.57361859891294
1.24071403549,11.4353472553,1.05396734387582
1.65322537353,14.7574745244,1.31732172685071
1.35947463641,12.2703436117,1.10749697930199
1.55334562916,13.2250092081,1.12596255724112
1.45220074391,13.749217761,1.30175450472146
1.40465534208,13.0133136593,1.20560800620165
1.62603743969,13.9386058184,1.1948359191574
1.42871685229,13.0993861405,1.20103529242207
1.3379691336,12.4853658564,1.16508157318635
1.47535425922,13.2324741566,1.18682247272089
1.3960124494,14.3093695511,1.46673589660099
1.31216816649,12.1473052068,1.12452797938065
1.38925975788,12.4426061499,1.11439486130242
1.69834592517,14.4055497486,1.22189339713246
1.5110111009,12.961315701,1.11181031626556
1.17134683931,10.7620284783,0.988787153677299
1.76277490522,14.9399681024,1.2662010423367
1.40217853098,15.075711073,1.62088477616392
1.41015454936,12.9740733655,1.19367495514766
1.40216960459,12.5115671277,1.11640784611434
1.39616474941,13.654081415,1.33532920538565
1.45249059412,13.1417124467,1.18902388273371
1.54400021178,12.9821653782,1.09155767463285
1.61308729606,14.8398076868,1.36520821473087
1.4143242351,13.2019293647,1.23232689196067
1.47635242717,12.8551981116,1.11935453540071
1.5160794922,13.5969568861,1.2194423002584
1.45140338353,13.8375903483,1.31926817555765
1.62145024928,15.0109862508,1.38968023457802
1.37609164528,12.9720817853,1.22284668926487
1.34877669193,12.9165095067,1.23694405549426
1.37819112373,12.3141944521,1.10027826037205
1.63744084157,15.0595586512,1.38502812299604
1.26823488292,11.671805126,1.07417846830744
1.54004698212,13.6485127017,1.20958621265251
1.6700893711,15.1766060844,1.37914484744589
1.49908678176,13.3783420611,1.19392720864594
1.22923260926,11.692722565,1.11223694206024
1.36359516728,12.2876739267,1.10727134016372
1.70518677448,14.4869891599,1.23079043823524
1.24178518704,11.9539609173,1.15074004092032
1.5039338706,13.4513317878,1.20310014846256
1.53912671318,13.8137748856,1.23979647501066
1.40058974665,12.7732424382,1.16490784996453
1.52915695395,13.6342352413,1.21565323734535
1.3899019917,13.0672500507,1.22852537642018
1.26138159841,12.0620722588,1.15344644029127
1.44925957295,13.3287573512,1.22583871885144
1.58998152343,13.7526527202,1.1895443807113
1.50571471541,13.1236109224,1.14383626670144
1.52534985405,13.9146008842,1.26932225807352
1.5070210997,12.8532666779,1.09624481339173
1.16314777527,11.1808530251,1.07476841427593
1.34854821609,12.9431785044,1.24226843184729
1.51687365006,13.5450233542,1.20951159921624
1.60564823021,14.6090749681,1.3292145405437
1.55777915588,13.8669819873,1.23440636163663
1.4727939869,13.304178019,1.20180462983216
1.41436722433,12.6992542228,1.14023525333747
1.34629392582,11.909998324,1.05361865326464
1.49112400164,13.9603886795,1.30701698207165
1.58928164565,14.8254825357,1.38298240154894
1.23752187392,12.2543600447,1.21346852990715
1.41224676036,12.3195284314,1.07467601204927
1.35887947129,12.5988719867,1.1681069425268
1.50407813647,13.6273664279,1.23467765035904
1.49056021116,13.6449579124,1.24909284632036
1.18971413642,10.9110785895,1.00067445458239
1.58359479365,13.6119037348,1.17002170390261
1.25450586415,11.6491915954,1.08173011915257
1.57933098764,13.5828802603,1.16818199340912
1.30758172122,12.8250663755,1.25791226816677
1.49826204678,13.6893774598,1.25077548079809
1.29189620293,11.9450760682,1.10446102854038
1.56449022521,13.6982790623,1.19938591441182
1.45443933391,12.5886536446,1.08958930110473
1.30397793935,11.5914595317,1.03039988789249
1.22205653486,11.6754036943,1.11545643361807
1.67783750041,14.7072401592,1.28917646118483
1.47472404924,13.4767111261,1.23156501123803
1.52445325963,13.4834863629,1.19258735404222
1.79564121408,16.0089043033,1.42726242503304
1.49901114121,13.3251632599,1.1845141359917
1.36801188281,12.7168748384,1.18214488367694
1.75516847399,15.1725112569,1.31158377675795
1.40053966165,13.4158944025,1.28512074351946
1.42592352136,12.9342678018,1.17324210202748
1.55591060353,12.5718565408,1.01581419539389
1.31305691057,12.5938915342,1.20791474054595
1.52270410516,13.3762066172,1.17503428162517
1.46203925314,12.4907747674,1.06713563720803
1.49986593273,13.9743145973,1.30199348222063
1.27882591129,12.0325071354,1.13214126405836
1.49986593273,13.9743145973,1.30199348222063
1.53131183122,13.9535012403,1.27146066672854
1.50248189095,13.7726179332,1.26247801710153
1.53339124859,13.2410351529,1.14338113809872
1.28365190351,12.1951622872,1.1585847655372
1.60994510034,14.5346054634,1.31218614147729
1.59399688452,14.2400106866,1.27213515163851
1.20918314178,11.3669893545,1.06855986980667
1.27618492907,11.9949618996,1.12741605260072
1.29462847777,11.2815104722,0.983081173012456
1.63184614524,14.2509853513,1.24454422923509
1.52447852875,13.5080593649,1.1969181750828
1.3737906751,11.7214992552,1.00010501102616
1.66756840054,16.1904273465,1.57192911857219
1.4856192309,13.6930357959,1.26209401590743
1.41020599755,12.9809322408,1.19489302720174
1.35061774659,11.6055101588,0.997227706974611
1.53187655869,13.0088639726,1.1047270164306
1.45217408919,12.7019729664,1.11102469807904
1.57092881718,14.5871575315,1.35451799477156
1.16647163786,11.4539544498,1.12469998627866
1.48457862601,12.647171015,1.07741669952788
1.30651953766,11.5107528767,1.0141247292287
1.49528430134,14.0714437858,1.32419988532429
1.46633941535,13.8386836995,1.30603545102628
1.44027691606,12.4890285005,1.08295781771004
1.46901863329,12.5592614376,1.07374479233776
1.48173756927,14.1718719172,1.35544883655049
1.30781664193,11.7997749258,1.06463505907128
1.50203083013,12.9331265802,1.11359690687323
1.45637384979,13.2538144456,1.20617076965757
1.61838141454,14.7152737549,1.33799848806171
1.54240021303,13.6901703138,1.21512441051277
1.46534357362,13.988049333,1.33528819525118
1.45553130142,13.2198235815,1.20068631229611
1.45936336085,13.9050832794,1.32490165917435
1.46797052018,14.0541488387,1.34552558920566
1.28626759563,12.027245923,1.12460765250523
1.66086903647,15.3676662557,1.42193707644049
1.37432248684,13.402795963,1.30708019198394
1.33143133623,12.1382233416,1.10660232143035
1.1728920058,11.0880481426,1.04821912811229
1.3991035417,12.9522379929,1.19905658228106
1.47916975385,13.6651380313,1.26243817209052
1.42620699413,13.0375397921,1.19181414373517
1.38406963355,12.6631878306,1.15858610785742
1.17296951819,11.8458951871,1.19632393581004
1.46568806926,13.5504817458,1.2527607715503
1.39038628865,12.6142530084,1.14442533254139
1.07770552379,10.0536231865,0.937875150060024
1.27707459838,11.7586700874,1.08267993599196
1.49762162131,13.5028558477,1.21744402496734
1.35300136018,12.7456787348,1.20068054573332
1.32366081426,12.6219337576,1.20358089387546
1.15350552299,11.0398714647,1.05659436391434
1.45036590196,12.0640681622,1.00348308980471
1.48662475498,14.4902254769,1.41237152715496
1.3805392479,12.238189662,1.0848893358633
1.67972946056,14.8259553851,1.30859735375443
1.6376765025,14.2792136008,1.24503232103905
1.45472544359,13.1904657959,1.19602203072581
1.3944002406,12.3754272715,1.09833020858389
1.58464437594,14.5178533488,1.33006492046877
1.36299234528,12.5801007932,1.16111383327799
1.50125646112,14.3803859402,1.3774825679581
1.37165159571,11.9715850005,1.04486329531076
1.35099180613,12.5753034615,1.17053391563494
1.12557506844,11.3323649079,1.14094947533438
1.35842853164,12.8010754789,1.20630172018625
1.21721768255,11.4920737517,1.08499762928018
1.57358830879,14.7943469304,1.39091537531765
1.40116510728,13.2892514988,1.26040940618332
1.36938481084,13.4659240188,1.32417884359462
1.85643108468,16.6898774856,1.50046964699951
1.59456344369,14.2151784711,1.26725205263151
1.41723969657,13.7689215824,1.33769242705563
1.51477402718,12.6842198927,1.06213489113117
1.23087405566,11.5899768518,1.09131823603686
1.47766674664,13.2015846145,1.1794400018871
1.65120223809,14.808293438,1.32803535761336
1.34560817091,12.5477890764,1.17008057174817
1.44735581461,13.5615276287,1.27069646873451
1.3264982882,11.4799562882,0.993512364261373
1.62789570606,15.0537011055,1.39206744288347
1.63584520476,14.2712144072,1.24502922083581
1.62739978731,15.2594831497,1.43082190702805
1.49990765864,12.7939084962,1.09129441704689
1.4127497817,12.2738674894,1.06634477272461
1.37314598306,12.6879447755,1.17237280048208
1.39691328005,11.6283780793,0.96798861645387
1.60784265755,14.1100520156,1.23826588292691
1.70410356381,14.2698619352,1.19493300608101
1.42223169656,12.3465131948,1.07181136120043
1.210071618,11.9936516011,1.18875391248631
1.80666175768,14.9570507895,1.2382689495393
1.47838172912,13.217672593,1.18174394681207
1.25250090339,11.237410486,1.00821798479406
1.63385936855,14.9940464838,1.37601549943859
1.56503842951,13.8896114132,1.23269299041458
1.40065737943,12.7069002943,1.15278293327923
1.36362806211,11.9619803276,1.04932565087047
1.16265647778,12.453077081,1.3338348552389
1.39390475893,13.0830345469,1.22795965906928
1.47294120842,13.0579460444,1.15761508140928
1.27130653117,12.2425237392,1.17893942609229
1.5425540971,13.5448820703,1.18935055512937
1.43271011373,12.7448354216,1.13373157544473
1.46784293969,13.3350750617,1.21146628610472
1.72255249451,15.4011393153,1.37699698988458
1.43159201895,13.0151874371,1.18326391518364
1.14405195171,10.667230772,0.994619110611591
1.5152857789,13.6931614997,1.23740782858437
1.46698700074,13.3511725798,1.21510078653474
1.36987214587,12.694848404,1.17645397947323
1.55973767291,14.1283372046,1.27976575167681
1.32652265818,11.8370491363,1.05626289961066
1.69869094839,14.434494854,1.22656043017927
1.25491162038,12.2819177843,1.20204154736404
1.3108410577,10.9789552924,0.919540229885058
1.84636839089,16.4551271437,1.46650789274548
1.47337169537,13.1294030542,1.16997789911749
1.45166922221,12.5526190868,1.0854274847606
1.44904617233,13.231672621,1.20822414007667
1.2697686272,12.2609251213,1.1839181296935
1.44885159156,12.7982655566,1.13051962073328
1.62015330901,13.8314429771,1.18080623087832
1.66834951883,14.0738546029,1.18724095886329
1.656392848,13.987302557,1.18114932916624
1.33683731743,12.0849150218,1.09246754552039
1.25806743147,10.7111282738,0.911942802947399
1.60517915421,14.436239135,1.29832866151403
1.5419587923,14.4731236866,1.358476007276
1.38745774736,12.5246502021,1.13060653648863
1.7723311894,15.5875026128,1.37090715668372
1.199090702,12.2690267529,1.25536038886043
1.56768849117,15.1518399234,1.4644375973851
1.37836458617,14.1983184051,1.46254638100211
1.44720151605,12.3622498861,1.05600523778598
1.56071901,14.3580919039,1.32089577868127
1.65614980664,14.7770521816,1.31848716782364
1.51799603324,12.7968678145,1.0787893825549
1.63893885917,14.1201617965,1.21651245343799
1.72170475636,14.3443189019,1.19509152010861
1.39023858854,13.0421601338,1.22351547808256
1.22897067093,11.1055734632,1.00355358323825
1.66906418281,14.0684873901,1.18582887066402
1.63767383906,14.0349616886,1.2028049411227
1.53550957908,13.7831368976,1.23721033812959
1.19225325984,10.7915734003,0.976791435492694
1.39509152628,12.4695953792,1.11455632856229
1.48839721306,12.6350580168,1.07259425153837
1.34513562517,11.3871273961,0.963966916655421
1.45750216184,12.7349328372,1.11271589470147
1.25534634347,12.0515089023,1.15696283372593
1.44303406,12.900696501,1.15332006246381
1.18484008917,11.393240205,1.09555664137392
1.59314058302,14.1004711385,1.2479954073769
1.49063276889,13.1224506496,1.15520529730941
1.27094382895,11.8444775655,1.10383804488206
1.48482713409,13.4101856223,1.21113762156794
1.46283472765,14.3730481264,1.41221993913332
1.24373516942,11.7165020468,1.10374301330673
1.42308123107,12.3502187478,1.07181480755029
1.38982090998,12.1112683932,1.05540785708933
1.42941775872,12.2605161797,1.05161870409027
1.47466366005,12.3805136125,1.03940379798148
1.83431254489,15.6726382178,1.33909321963539
1.38922577137,13.6319086312,1.33764411443278
1.63165062452,14.8943648464,1.35961745803201
1.45090504402,13.1206042265,1.18650281853745
1.45669470253,11.9998889365,0.988523245124109
1.25856580526,11.8408629303,1.11401373578936
1.41068362161,12.8806804371,1.17610945345018
1.50657981023,12.9667682008,1.11601786967813
1.41671054546,12.9403725445,1.18198559395958
1.4779223648,13.5044108748,1.23395549369325
1.12689702255,11.7907686098,1.23367234649415
1.3388757804,12.412176727,1.15068310302411
1.51719098058,14.4634848388,1.37881397179774
1.39806312593,12.4444066203,1.10769816997185
1.35682294612,12.4441985206,1.14132841496875
1.23454956172,12.0921297372,1.1843962895233
1.16204941364,10.5178416583,0.951982026579338
1.28962193489,11.8755053729,1.09355828556306
1.49038453757,13.3254695182,1.19142507544699
1.4164603909,13.6091442443,1.30754676767901
1.2927081683,12.5337808939,1.21524402099942
1.62485649434,14.4780541603,1.29004626105892
1.31079084697,11.9493487571,1.08931868562807
1.38237516685,11.976989433,1.03769424339118
1.34753552369,11.3158644284,0.950245163252119
1.45931012374,14.0017287758,1.34343236221086
1.64578769242,14.0457233361,1.19871018783789
1.18269388694,12.4115307478,1.30250223704759
1.48897256341,13.1374745534,1.15914343936405
1.58589760869,14.0455555782,1.24394973945473
1.58907799739,13.7020670181,1.1814814596022
1.37961630034,12.4812435939,1.12916520816161
1.31457075197,13.1367940787,1.31278905974109
1.37851086608,12.2807837214,1.09406197861109
1.54929397969,13.8366424929,1.23574109246927
1.52725471422,13.7126607925,1.23121019343543
1.60994404683,14.022205761,1.22129797105768
1.84317588151,15.5025681027,1.3038880638175
1.22274084122,11.5808798348,1.09685323774623
1.41962587165,12.6376565364,1.12501757839966
1.21214106125,10.9505399115,0.989276245498793
1.60239952923,15.0594630863,1.4152979556021
1.39269675804,12.9865262665,1.21095869177711
1.37530302292,13.5799396417,1.34090317874508
1.32562602098,11.5058365304,0.998651820042942
1.37120819109,12.3784213322,1.11744703580412
1.41790301757,12.1902845748,1.04804774905545
1.61279787616,14.1621982326,1.24360166941088
1.5417816019,11.8778858616,0.915072153439299
1.44268929586,13.6868518293,1.29847701630757
1.23965655823,12.150190296,1.19087173001509
1.09249019052,11.037745664,1.11517530555803
1.41297449503,13.7327051844,1.33468225219622
1.61991892664,14.3754821122,1.27570871997938
1.30402456045,12.1132351405,1.12521252451557
1.50024717868,14.142784089,1.3332355627254
1.76546548306,15.4482909939,1.35176601470992
1.80273050694,15.3835661052,1.3127528690214
1.24795731985,11.7920869901,1.11424709766487
1.42464707279,12.4920415231,1.09536703558628
1.51776006263,13.5358352985,1.20716670730795
1.40829680648,12.1893499609,1.05503483725033
1.52115286425,13.629769028,1.22124875127315
1.09501472551,10.7520548631,1.05575438929887
1.35654505077,12.1273162463,1.08416479738586
1.54350903335,15.0982448362,1.47687581689694
1.46465497986,13.4858706461,1.24171774265648
1.31434498399,11.3336989599,0.977316484397142
1.27070028243,11.6086748838,1.06052860988031
1.38064742058,12.7136517937,1.17073262105961
1.44262733445,14.0626940711,1.37082822699819
1.31049754737,12.2487212816,1.14484066107679
1.50121987689,14.2604252902,1.35462992187849
1.33937431353,11.9093773529,1.05895184945941
1.15597861385,10.282730841,0.914678764817796
1.47083031664,13.5238285196,1.24347331941472
1.25332994108,11.5076602504,1.05659548030717
1.70512772198,13.6911845255,1.09932270728004
1.94152810091,16.9671184052,1.48276654582119
1.15834855321,11.8317506634,1.20853369814937
1.62575466047,15.2540156935,1.43124376514435
1.34940339453,11.4110039802,0.964952910297978
1.5584161721,13.5314313656,1.1749086508524
1.15997020408,11.2706163872,1.09508634755851
1.40832682418,12.497304479,1.10899416447271
1.53274583718,14.2536375344,1.32550402290471
1.31499617836,12.2011987143,1.13208871500006
1.33490835575,12.4849932503,1.16768410875343
1.33165051743,12.0385886155,1.08833113127668
1.62789570606,15.0537011055,1.39206744288347
1.71546255826,15.105458216,1.33010737956875
1.57024949378,13.7733538047,1.20812196232834
1.25882815655,11.048554195,0.969715776305965
1.26698821818,11.9229999849,1.12201459965397
1.51603550179,13.0973184832,1.13150203500641
1.52250470342,13.092725018,1.12590424184423
1.43436616773,13.2072755953,1.21609230627042
1.24432718249,11.8609985144,1.13059758866146
1.4138777157,12.2050129068,1.05357314062778
1.5185491966,12.8918754922,1.09446910040112
1.44728484083,12.8723999726,1.14489308988327
1.49110374174,13.7404429378,1.26617539061511
1.39368890868,12.746429402,1.16576611234488
1.33865455428,11.6585218826,1.01535624789314
1.5081368943,13.0392673765,1.1273677541256
1.24541041276,12.2696362862,1.20878934911529
1.71310407175,15.2141635491,1.35117788932502
1.62216438299,13.983480984,1.20541326991252
1.32123624081,12.5026937885,1.18311412200509
1.31684754228,13.164670729,1.31608732502619
1.68423236839,14.4019146257,1.23151192719301
1.32770325983,12.5935322261,1.19452192246358
1.59673020751,14.6702990559,1.34786511644207
1.57410881958,13.0885149036,1.08829322972782
1.44982618674,13.7587395804,1.30569439439283
1.16464859048,12.6427849051,1.37243115199126
1.6216357244,13.6244746698,1.14468602407046
1.25987400878,11.745737327,1.09504917318312
1.39851086183,13.2734503182,1.25980125375421
1.50383454252,13.9102720429,1.28668168653089
1.50617634952,12.94988281,1.11341216291447
1.48790796542,13.1200693142,1.1569012631048
1.58096306343,14.2764987597,1.28920471539517
1.66639253318,15.0051713319,1.35115233026487
1.60005283967,14.2279699251,1.26517738419515
1.36675988642,12.1447225914,1.0791526062075
1.68304920454,14.6805499702,1.28052450283636
1.44784763579,13.7803948068,1.31159753891838
1.67809772226,15.0015537485,1.3410812064903
1.29440645604,12.3196853843,1.17254188319607
1.47963197931,12.7120916104,1.09214539950133
1.49148856475,13.6926687233,1.25706154321903
1.46296743772,13.4472154846,1.23603282903194
1.2949296682,11.2810314048,0.982772006722161
1.43280756313,12.7592057126,1.13621257173762
1.45698677074,12.8341161233,1.13051450845794
1.33228679307,12.7668199227,1.22339722729252
1.37912504809,12.8377804762,1.19502296834145
1.30527075158,12.1677907929,1.13428711756092
1.35723896016,13.0807033188,1.26068271011484
1.42301429646,12.3951328829,1.07967458607976
1.20262756337,10.8847557425,0.985163438614466
1.42509493725,13.1995812981,1.22257758477353
1.47125218593,13.5937939081,1.25601316301795
1.47053273269,12.1188218605,0.998721636305529
1.85993650956,15.8690519931,1.35395313697402
1.24501111139,11.6368855819,1.08767769934413
1.70182763888,13.403719373,1.05568640202016
1.59977338927,15.1372023054,1.4322953966026
1.41546071763,12.7540709755,1.14921129628736
1.29006490944,12.0405075331,1.12377101592271
1.44123556691,12.6299321056,1.10679461212383
1.4611470288,13.5063473899,1.24848153433387
1.24061402207,11.6848045531,1.10054102596837
1.43690248565,12.5369699269,1.09385015565488
1.35716758944,13.0144873066,1.2480172126534
1.49942821914,12.7162473901,1.07843105536342
1.31836223075,12.6303065199,1.21002090916131
1.45047898221,12.6442577668,1.10223809445078
1.36443362238,13.0609898878,1.2502578656848
1.556571667,14.1997412773,1.29536363447947
1.53105220526,13.4647392261,1.18414804692542
1.70042379294,14.2231061483,1.18968448377806
1.60574809171,13.8532816659,1.19516579339886
1.45258642244,12.9243778342,1.14994606752943
1.32596039597,12.1444681505,1.11231117127479
1.47544429486,14.5310781302,1.43110857963905
1.6898721256,13.8805694219,1.1401468509144
1.50650510251,13.2691979886,1.16874176767517
1.61119791168,15.1855034497,1.431229426077
1.39541468777,12.4375909776,1.10858599855884
1.49690642257,13.3719924518,1.19453191072546
1.37428599766,12.8246782949,1.19678352459929
1.45853364578,13.1159609675,1.17946086843704
1.46125941138,13.7281547724,1.28972514667399
1.53335272549,13.739880563,1.23118593985657
1.70170858149,14.3086316946,1.2031262031262
1.79566996668,14.2211923988,1.1262783258999
1.80296533214,16.0946883279,1.43673825933413
1.36853614578,12.4429859316,1.13133946066785
1.42911698442,12.1982472568,1.04118295042095
1.47642704994,12.5042985617,1.05902586564774
1.72815515083,15.9924077192,1.47994234144638
1.54296942122,14.064587759,1.28202498410289
1.67569179131,15.4842306899,1.43081985977965
1.51340544101,12.6384870013,1.05544350263703
1.52234328998,13.4851135488,1.19452905691931
1.65253555852,15.1237660078,1.38410603359502
1.6787878335,15.8095026226,1.48881527524472
1.27794139723,12.6027154835,1.24284586846962
1.51353319228,13.7944815883,1.25724171226263
1.45817098889,13.9201029218,1.32885067704942
1.28659814776,11.4329248924,1.0159483573131
1.6922910373,14.7626937754,1.28782337244882
1.4627447623,12.8695999011,1.13230022261022
1.63978307248,14.094473501,1.21146628610472
1.55157732711,14.0797120262,1.27765647139391
1.39038669563,12.5130171584,1.12612993061913
1.3064787926,12.1332905088,1.12682023724073
1.33608910947,12.550762371,1.17897556455245
1.36663143063,12.4012192044,1.12532395263286
1.42667041951,12.2993172444,1.06032395017326
1.38622170964,12.724622185,1.16803872281974
1.1969769235,12.5261178902,1.31083245726031
1.23175901502,11.322774397,1.040830749471
1.30349379188,12.2856727516,1.15794751487094
1.43078767808,12.8895476724,1.1611812464584
1.30770329718,12.8553960343,1.26375119266519
1.34548108734,12.6870617834,1.19631248639195
1.57696313938,12.9873145968,1.06958964123824
1.40930333431,12.0945133753,1.03793981402194
1.29725925974,10.8840351607,0.913175293129269
1.52216353396,14.5806748951,1.39666950190576
1.30293602742,12.1770895742,1.13805649540054
1.53559233956,12.9057239939,1.08464810761445
1.39808332064,12.3282905758,1.08710777151604
1.24976296834,11.229944299,1.00908479036768
1.30762273868,12.198501801,1.13796972545342
1.50022467869,13.2651473893,1.17291871438726
1.53743747911,13.0437336302,1.10664028436229
1.71693468939,15.6613866609,1.42858775528863
1.09750862313,11.910194713,1.29249731160559
1.38742521739,12.5141117052,1.12873059571015
1.55502372124,13.4323061217,1.16028394468694
1.49086267326,14.0419241981,1.32256063609876
1.4154672373,13.3563692995,1.26030933032203
1.44120173522,13.1916225716,1.20745677002899
1.10801519968,12.2308623894,1.35010706349013
1.53200488687,14.6374736168,1.3985309830554
1.6122661099,14.3206045197,1.27199599066864
1.41179609051,13.591858438,1.30853570928524
1.43627811527,13.9700509398,1.35880642443677
1.47026010011,14.0335800665,1.33950039314337
1.5028511687,12.0987651125,0.974013324502279
1.51034578283,12.9462305386,1.10971164142997
1.53920372459,12.997563806,1.09755870018318
1.53766904681,13.6944674919,1.21962820853691
1.52290606859,14.6371590384,1.40682591936074
1.51072928736,13.462280815,1.19963914854412
1.30046673299,11.7418815239,1.06017106920373
1.36236678554,11.5363625689,0.976886856964226
1.38077932341,12.2383287433,1.08472575963345
1.65114617933,14.5864892475,1.2885933714757
1.47347805569,13.8626239013,1.30420946647399
1.52403169262,13.4208295598,1.18185707566013
1.59283576592,13.2783618483,1.1069244767568
1.84201707322,16.4761768345,1.47373509316953
1.62397399461,14.1574542468,1.23421592113854
1.3568232068,12.2041482641,1.09772014503079
1.20468917556,11.2696722735,1.0542595776847
1.7118173575,14.9670580756,1.30862646566164
1.30306771761,11.753524744,1.06015421003139
1.50352776856,14.5442071359,1.40691696657447
1.4073619875,12.574619055,1.12352733654363
1.5033427221,13.1273922009,1.14630128695245
1.50588244429,12.4399550705,1.02765311774541
1.46873982546,13.0309251134,1.15612683636296
1.31497792025,13.5274037072,1.3915870215028
1.27901062005,11.6387656422,1.05910662238189
1.47916138106,13.3855585146,1.21131660424348
1.41462344498,12.7179674155,1.14339028941495
1.30862268602,11.7207109754,1.04976847356316
1.36715090443,12.9862203769,1.23352777842881
1.27091446717,10.8433356433,0.925146404418499
1.43687984316,12.5294274659,1.09255228955258
1.58392860241,14.5823062672,1.34250713206914
1.64643843313,15.0359022861,1.37313596792354
1.57472987021,13.5583549026,1.16736786563129
1.20439070247,13.738840224,1.56723107881919
1.50793089304,13.7626891885,1.25610309089288
1.2062067674,12.2698404465,1.24811846141941
1.42057717851,13.3936524884,1.26279527310473
1.5583717062,13.9641945655,1.25129822190523
1.448914977,12.8425346503,1.13830522288585
1.51180592618,13.0064732965,1.1189825315637
1.49935929702,13.7756034364,1.26565616678311
1.41013824204,12.769358549,1.15631533181625
1.41695731758,12.6570598519,1.13060014516906
1.30859731192,11.0355891728,0.930648103339165
1.49546126292,12.8803231936,1.10937555468778
1.21337555854,12.3375473019,1.25447691448858
1.35016118954,12.6815279559,1.19112563755
1.56326834968,13.660460686,1.19370487795561
1.77114062539,15.1911150831,1.30294517727872
1.21349062774,13.4800779538,1.4974363889022
1.37443534309,13.0109111329,1.23166057405236
1.39214141546,12.930689604,1.20104683241914
1.36456846448,13.1558300183,1.26835628635426
1.42507277389,13.2167129401,1.2257726044726
1.06887509542,11.4428338486,1.22501130072925
1.51529460546,13.5420337646,1.21023764226343
1.28977441385,11.9049984731,1.09886608009195
1.26382020626,11.1844849908,0.989795211370767
1.45733583414,12.4884080696,1.07017455617186
1.51560614103,13.3519812318,1.17626439600588
1.40600120965,12.5288654795,1.11644648481242
1.14608374334,11.8580946347,1.2269125726639
1.46832186676,12.9335021493,1.13922853721917
1.30301087312,12.2601437263,1.15356752292139
1.46068212691,13.4285777363,1.23453741882916
1.17957357997,10.5325606036,0.940468353239913
1.54258497847,13.511727135,1.18351178718564
1.08372029498,10.7017452604,1.05679758627431
1.41570391005,12.5256140262,1.10821866040745
1.5070210997,12.8532666779,1.09624481339173
1.3606120072,12.8521918475,1.21400328509289
1.39452156978,12.7540699971,1.16646642326401
1.43883919499,13.3785661813,1.24396057142573
1.61356034251,14.3138687248,1.26978161026085
1.27804598586,11.7482202815,1.07993459916067
1.48394022375,13.8107583308,1.28534208736984
1.45285525571,13.3819751939,1.23258815162313
1.33046745074,12.5864251172,1.19069448446501
1.45455136937,12.192583562,1.02202671986656
1.6352761392,14.3967699065,1.26747370942658
1.49070165052,12.7452638822,1.08969972234451
1.04540976067,10.298827815,1.01458671317532
1.35475955607,12.188583027,1.09658982496233
1.35554108151,12.1767464171,1.09382981539434
1.46979718362,13.7804168996,1.29201470312732
1.33418452476,12.6999102176,1.20888579414126
1.24626501337,11.4945348297,1.06016207757842
1.61194640946,13.4220990261,1.11760938881295
1.35181475152,12.0961403154,1.08237173624333
1.47365283963,13.151076201,1.17361938349774
1.23478484448,11.9207631394,1.15084466244
1.43639363743,13.5614226261,1.28037530360899
