Lambda1,Lambda2,m1,m2,likelihood
222.463630101079,551.069338843467,2.15090835853264,1.26270170562685,1.09296405352156
17.672148657318,235.548486741031,1.93132487862677,1.3894785248526,1.09607196368846
706.609797248839,7925.36568852163,2.07257643670535,1.32960089485383,1.07246037373871
419.4580512422,8379.83451581583,2.55580876671458,1.09249190123881,1.08780633132593
74.8325230042732,1027.98907147485,2.4228697556727,1.15115936691897,1.07720927572154
97.7445420748308,1393.25429194026,1.80749676746279,1.51480637743067,1.06977578829711
992.247733384252,1669.69728374987,1.91536975663079,1.42173110772041,1.07864000792158
676.683558141005,473.425047239946,1.63769541421582,1.61299463475928,1.10885879479928
179.399429660583,2706.42963394395,1.80739814499104,1.48414957429913,1.09280700418271
1021.89883278168,3314.70842555999,2.13513991975774,1.27099278586868,1.09291496485153
374.307307701908,107.859855130338,1.87069864971403,1.47466991376764,1.06183905541937
26.622221787294,4454.15176883909,2.50193041007278,1.10986489324286,1.08915399649206
331.024078473397,3155.31704677748,1.92962941984128,1.40449794376009,1.08439956982843
3377.47614271104,919.086515457159,1.84607694227284,1.44465966472775,1.10156591164664
816.379097122104,1693.32026802054,2.02427117989898,1.33837361816317,1.09011507559724
52.9186235949725,497.467213018212,1.68004639026628,1.60373783873686,1.08472430831941
30.0488661234258,2437.34280847802,2.29476226077607,1.18567340910922,1.10008553865547
59.0994051761236,1087.15150747785,2.13084351100898,1.28405971833098,1.08257678075939
10.4023780915529,6780.96506673327,1.78890920061758,1.54155499765253,1.0611112636352
1317.84125319143,21.9070007598082,1.83648111539877,1.4725224832692,1.08449741230161
766.691112237749,3642.8436128032,2.08528570586867,1.34949729601602,1.04739358036321
285.736908413541,73.064162751766,2.39070648184048,1.17315730239206,1.06955716345115
403.348996650931,392.718777323709,1.68721098198737,1.6002767437359,1.0830348814281
97.5567107877781,330.920373750998,1.84721767998864,1.46698794767132,1.08115294599283
35.4171828704536,36.2708741360946,2.51993760628834,1.10735685365798,1.08346037132962
432.896940131253,385.333245985622,1.73951527875627,1.52819545093868,1.1028222106853
1915.12799244825,895.094021242549,1.8957876484339,1.44868028642344,1.06763749593508
375.24036426828,1106.21632538518,1.77000698806615,1.57983115309855,1.04489043385932
520.602848715192,4217.58382618422,2.92408117870144,1.01751797642106,1.03696255931744
398.944277345858,3062.28374882148,2.15655461143171,1.29247232076514,1.0619712141223
274.174976569839,5583.21657940485,2.39393008828627,1.16302989713566,1.07914711695151
2745.55035670012,488.759201906492,1.79019314507222,1.53772899210965,1.0631802270101
10.3227461598326,1248.29232735627,2.72980358568402,1.07993260211905,1.03322611317328
3674.69600496998,279.374094494227,1.7048806848378,1.55221153579001,1.10722155405566
115.601744833915,176.430605019805,2.13940041712816,1.32943774105353,1.03807532706176
147.956558012629,1702.51295041558,1.90775074954953,1.40292471929524,1.09894161221225
40.873341956855,6135.08669242385,2.66888091649849,1.08271280780374,1.05269166500403
2258.71795644571,2351.59055619393,1.81257513591333,1.54858899957353,1.04156966526947
494.290383700147,4835.75104437652,2.10577371323259,1.31511187953975,1.06765775398946
81.9114685528453,3878.48147297998,1.99445632260599,1.38980894497861,1.06086217015493
351.249532348608,716.57301210169,1.90316893300101,1.4403200865299,1.06989755499991
124.872007988058,852.742859844617,2.13334243609962,1.28984793063976,1.07635330544359
148.483696207871,1572.22913272588,2.17638641054885,1.24902839987434,1.09325681067282
145.543774061581,3952.02442058508,2.52068856865925,1.11477127200352,1.07490894792226
341.409480551949,5159.85595646281,2.4375624809241,1.18285186454519,1.03897104647697
699.833792344847,3500.61272394985,2.08204103333893,1.30226958543436,1.09123796073647
68.4322576743107,410.891356855271,2.44395771544632,1.11708735459305,1.1058058899705
132.35364844712,6519.23809487557,2.5228616227535,1.15859094955231,1.02913445224568
128.12345686212,46.7824100731746,2.28894621015767,1.21911879545955,1.06789397147905
58.3945549640944,484.056366389872,1.70208898648425,1.59790658489733,1.07448171164255
392.814139056258,94.2626717034674,1.94769011808891,1.42875542066027,1.05482089746909
166.19723967241,540.35523781826,2.4242489048174,1.18485334802763,1.04268051319117
52.2152238253095,137.665257999691,1.9057393071066,1.4194895460205,1.08584082528774
109.868841274644,9680.51844354417,2.21314188597076,1.24444405519753,1.07989381558885
4.29532852724094,2859.87243953477,2.24862610453412,1.21264250198693,1.0934550062919
794.144349227397,98.8794480551416,1.70056816560031,1.61376215289793,1.06448524274039
2882.73249151806,1719.09107974496,1.66898304896812,1.62298481450622,1.08062017066845
429.270727917552,4170.2227680634,1.75848644213564,1.52789039843381,1.09011531860231
392.333427006025,7551.50577789402,2.49184248717644,1.11193727460277,1.09145751182001
2273.66205647262,650.54591471781,1.75653487038686,1.56702865401465,1.06253970052658
106.627251033633,1084.08030442368,2.40285417298456,1.16181921134661,1.07549395611609
52.0989547609699,8017.96770795093,2.38834485139536,1.144375061784,1.10116461611172
22.9388065901876,4564.56089488434,1.93164446021532,1.39099089417338,1.09558036526903
272.107095704594,163.099577305421,1.70697905110943,1.566038958516,1.09484256078506
90.6952862122983,78.1347843176381,1.93143372108461,1.44004363456421,1.05439260231023
632.371913167454,487.818007351953,2.37324590955333,1.17518676015103,1.07486737591602
217.371069525336,92.988757887929,2.22624992325246,1.24055871358197,1.07626928187536
228.082430343871,13.8051670891446,1.94795667335015,1.36385951879629,1.10972143962146
2480.55558899094,318.784581546529,1.81528308822789,1.50853331310847,1.06880383752407
800.309297113617,1481.02816328239,2.51541136313177,1.10866895994134,1.08428918280966
286.061059180054,3713.79041600116,1.86646030476737,1.47146655541037,1.06737600783663
1097.66176400052,107.187979111522,1.78806608973498,1.55618696022704,1.05089421150027
559.860851766631,4936.13652645831,1.90831177939737,1.44437391059602,1.06473970627596
292.771308551049,5025.90827868768,1.92653914648208,1.39273961467299,1.09705289604729
31.2975004064724,2408.82742496341,2.4247263628223,1.18757441164744,1.04029290406917
208.495416816605,368.596581361608,1.91034544521111,1.45115974809503,1.05734641973885
163.714964071857,772.716184479063,1.7504779809599,1.55749080699726,1.07261940199063
90.5147848766825,2299.61562439758,2.05223965582013,1.32689764538553,1.0845618963137
2103.21876588353,348.838626089065,1.75490707476645,1.60056441054588,1.03954033185907
1558.78502476085,8189.92767114793,1.77081034975928,1.50237172490296,1.10268023972381
576.233180416542,1223.06429613493,2.50169581648894,1.16016905116649,1.03599103558622
111.044502055482,7129.02571186223,2.80513838828065,1.02732909172244,1.06595534297147
198.540953013211,5742.34807259726,2.16957445316675,1.2617235016195,1.08436481113306
4944.21280395384,4513.3524157285,1.72455314844684,1.62522273428894,1.0423923867295
3943.72256690481,9786.26590395329,1.75380528805888,1.6186417636988,1.03014054609241
120.602354585845,1057.19504564017,2.30817843958545,1.20487172738366,1.07340921246775
127.922080024109,345.2322694784,1.68210569035955,1.61620169339692,1.0761178137831
510.007600895384,744.25745053582,1.9282387315273,1.41072676684878,1.08039173851649
83.345631043115,3864.03557812384,2.63305144320424,1.10258105259747,1.04413534078163
63.0950708056531,1634.97491207647,1.69337817125384,1.63494804100511,1.05509273969739
6.6052095571235,3882.22739824814,2.58204901906559,1.0769133201089,1.09269392997002
779.217778147075,1809.18966113511,2.6053145484103,1.07207575521125,1.089950965072
3157.81323480882,3051.70797066337,1.70705054269229,1.61932299976672,1.0579495049332
201.158027914541,5060.25931150851,1.81890380412172,1.5547013574726,1.03340004668239
1551.31885313262,922.061764003497,1.79944735936872,1.51617012268706,1.0734711796752
383.048026655098,1158.96213378232,1.86427216378003,1.46847357956137,1.07069065408742
2835.36955367453,3299.67681256108,2.24123263336312,1.21555349209512,1.0951554010851
132.407968738325,39.93746553957,2.25773196197794,1.2431871109842,1.06058340547638
261.452522645589,408.794999465505,2.42942006953035,1.14725163237937,1.07945494508036
333.140667296778,726.38463615415,1.94233660736659,1.43523156071089,1.0525915094578
65.3595900567041,581.124203974754,2.0353075457377,1.37350811474762,1.05291455898616
301.225352778395,2474.0418100417,1.93705382118503,1.37154358280064,1.10913421929938
83.8341679891987,2082.74744449984,1.79274233358537,1.54033663716778,1.05914473744852
19.2391310777938,464.783773551657,2.07490806515324,1.31359031702174,1.08466564331434
466.182151113432,102.322519445813,2.19659183322764,1.31635092017024,1.02313846978347
266.943068018227,4027.39472186266,2.43915201739489,1.15995574949982,1.06187932471277
2378.32172936868,489.771327752939,1.69988498989657,1.64414332240606,1.04519036925705
312.994118143778,2169.47819767408,1.92969966371427,1.4082249584805,1.08152645509497
1278.01918567106,844.623708895189,1.81234478895687,1.50050006159149,1.07710941441453
2722.38942328703,1326.1344032709,1.86316976255922,1.4945984982916,1.05217333914564
65.557476007971,7442.24099773416,2.50552779603996,1.12215675139567,1.07276081933313
37.3158878521807,427.913854850542,1.85427315423772,1.48747791182272,1.0609857303641
77.5622332338175,9998.64767811574,2.75507617207037,1.0440843041889,1.06524291788744
293.597043170133,705.906539076541,1.96422227043433,1.43013724548362,1.0444654770902
1419.31298547845,578.254315171143,1.80208636932982,1.53413823681341,1.0584982325807
526.347845422886,4090.96445632692,1.80321122256699,1.46635037507658,1.10984393826452
581.485855320464,420.053965605631,1.81697908847494,1.54863367362007,1.03830878971077
228.56720770029,1158.87079430463,1.77532512605998,1.56206146401628,1.05430193333715
2408.74566207501,293.384689257996,1.72294677935759,1.57932356933282,1.07479386154413
115.534931610768,1122.75059444072,2.40082449331072,1.18357902287291,1.05316056960076
290.281996781733,4196.20276656603,2.10846427179881,1.31771964215772,1.06374901709681
525.682141794096,44.2132460445759,1.6899551865287,1.5961811904246,1.0839413399833
180.799126003105,65.6120888509748,1.84701701095126,1.49386726074055,1.06079502274379
1490.81935237478,485.740011268113,1.7382493415233,1.5938133149922,1.05472217936038
1109.17961373856,811.995051067411,1.70284760781413,1.6185550121585,1.05970207525845
79.4209276156947,798.458878949408,2.06262346719938,1.32488078415615,1.07995275469819
278.250107017636,2527.09392466096,2.00686653821267,1.36883636301046,1.07337750059073
707.341864388524,4.19398081902907,1.90330329725488,1.44558939653132,1.06613624785295
1762.80445234151,7909.63001107701,1.88989721884336,1.37519989908635,1.13544306900562
23.9483431587227,7994.15761865455,2.64455232678884,1.06483027183736,1.08202816228894
107.942678051388,953.187344714159,1.70532169930148,1.6353726062257,1.04724550916144
1073.21532313093,287.945378968028,2.15698911794439,1.29008020129473,1.06445087223362
847.036907186839,2866.64874970949,1.82464119713576,1.46914727241997,1.09313334370293
150.496329059106,5360.10421358218,1.75508300936336,1.51299271981837,1.10363341926204
2222.07053316009,1385.80554583566,1.70539764116337,1.58304184166527,1.08405985890139
1563.1845835554,4786.32396024637,2.45913019631275,1.17738038250198,1.03662443352367
929.19502673221,3015.98974176996,1.96528457053174,1.38910389175031,1.07784249559075
131.19108358777,977.240210710781,2.11762835639496,1.28266832104041,1.09115356188666
306.639333498199,1815.9309584379,2.08940713657692,1.30314507485325,1.08537708636797
453.749123403846,4233.74960985844,2.44445607254831,1.15399562051574,1.06637577136979
788.98201802541,2365.37350921706,1.8892327495348,1.44062648929561,1.07819880239836
784.077412658742,75.603216190091,2.03239966570332,1.38195807736624,1.04805993860256
427.708366084322,136.04845698891,1.94381396840585,1.42657938899481,1.05826015176747
250.594132686389,3740.11173393182,2.22972786393534,1.21642304856892,1.1004893713181
233.626793880888,7512.34123843184,1.86851265564111,1.49401176319742,1.04901293158325
982.961322893503,130.553460717366,1.96093381721305,1.42299243908258,1.05293626882974
274.042476503662,998.072432216388,2.11052786222447,1.26384901542034,1.11249995555917
179.129905146713,848.012412632802,1.71152007167344,1.61424587223086,1.05754239454654
1360.10361349549,4065.32430793269,1.69196109929222,1.58886196714979,1.08969092759933
2158.75688030335,2684.96738140257,2.08031078121728,1.31608986557987,1.08062211188022
140.437344227027,382.219598439433,2.26214082777819,1.24358245618619,1.05706749264201
166.921594289015,1681.63548141412,2.33767250453367,1.21247863328174,1.05335539595485
294.720025132643,556.40655059353,1.96382962582451,1.37074801627552,1.09360281131631
251.602408942808,3988.69730676602,2.20381109503499,1.25675517007061,1.07218701571459
79.9522921312744,712.633587193384,2.05181362303757,1.34533862749214,1.06832025300149
574.062805688585,4588.06727390915,2.41149035905092,1.15241036621029,1.08134684886775
212.45420714349,666.781476416632,2.28254967487483,1.21126715624283,1.07831673125906
1680.41967322392,535.160735626732,1.952106348113,1.39585933920063,1.07927221582668
2.86597255758644,851.512660741608,1.99375586856506,1.36487011103209,1.08249948191074
1159.19153320298,443.455047188658,1.71118944283643,1.62016515520655,1.05332880287329
70.1212354166279,285.3501461544,1.81236040271395,1.57133199051701,1.02532053875793
1123.72694900002,2297.74906600642,1.68541404192837,1.59519542973243,1.08946790569892
15.3877000064839,791.351589784849,2.56468025089982,1.12471516405261,1.04702113326294
555.455668701941,5131.28270807249,2.3935737457212,1.16074048369168,1.08048075887
39.9953984641553,771.143963297705,1.88987175049046,1.42329800458714,1.09229789616789
43.7258055980646,1224.32127757972,1.99362784920133,1.36391130712778,1.08341080896749
212.120472795874,4586.79964445257,1.98636039617586,1.39067260336444,1.0651201631835
135.689427239558,754.622169680636,2.29546547574367,1.19292275868651,1.09245319228714
347.364992393118,7606.84295665089,2.11072145021554,1.33618398611588,1.04713613806928
1865.39940758551,960.180927129707,2.25621334444403,1.20499289722421,1.09968075885552
890.380288689077,1897.95699732975,1.7183284736876,1.57033265947638,1.08427387680855
427.582721668731,1550.58284640265,2.6462948825157,1.07080640016729,1.07554977451136
902.678673933517,276.172165940423,1.72481815814267,1.63320148244893,1.03641016315797
239.352309920207,883.516753846877,1.90000401725513,1.46426570345202,1.05326436086837
85.7947624859183,1602.77212204219,2.4149183878549,1.17756949813896,1.05478771530612
1206.22074545365,2881.88096625635,2.43917537773168,1.1662525970772,1.05587410218716
61.1430030475479,1314.64432385671,2.13708409515132,1.29164124154987,1.07246050621108
39.6459545289636,2481.31666746099,2.24322064596898,1.22182188002135,1.08706398439218
399.044374627894,3794.98004376531,2.43679627153888,1.18050434919365,1.04229756178629
