rhoc,rhocdm,R,M,Rdm,Mdm,Mb,Md,Mg,fdm 
7.757768654999999569e+00,1.039734959440421625e+15,1.000000000000000048e-04,1.634200005813848013e-29,1.229003855000015832e+01,2.239777863802145053e+00,1.634200005813848013e-29,2.742087493788970320e+00,2.239777863802145053e+00,1.000000000000000000e+00
7.757768654999999569e+00,1.076868350849007875e+15,1.000000000000000048e-04,1.634200005813848013e-29,1.222003890000014970e+01,2.282582434708824159e+00,1.634200005813848013e-29,2.807898062142978102e+00,2.282582434708824159e+00,1.000000000000000000e+00
7.757768654999999569e+00,1.114001742257594125e+15,1.000000000000000048e-04,1.634200005813848013e-29,1.215003925000014284e+01,2.319093400035410202e+00,1.634200005813848013e-29,2.864852371056416658e+00,2.319093400035410202e+00,1.000000000000000000e+00
7.757768654999999569e+00,1.151135133666180250e+15,1.000000000000000048e-04,1.634200005813848013e-29,1.208003960000013421e+01,2.350191241038745549e+00,1.634200005813848013e-29,2.914032658350257599e+00,2.350191241038745549e+00,1.000000000000000000e+00
7.757768654999999569e+00,1.188268525074766500e+15,1.000000000000000048e-04,1.634200005813848013e-29,1.201003995000012736e+01,2.375957356840532331e+00,1.634200005813848013e-29,2.955301368947825136e+00,2.375957356840532331e+00,1.000000000000000000e+00
7.757768654999999569e+00,1.225401916483352750e+15,1.000000000000000048e-04,1.634200005813848013e-29,1.194004030000011873e+01,2.397828737007591027e+00,1.634200005813848013e-29,2.990756775161659498e+00,2.397828737007591027e+00,1.000000000000000000e+00
7.757768654999999569e+00,1.262535307891939000e+15,1.000000000000000048e-04,1.634200005813848013e-29,1.186004070000011090e+01,2.415323672422887036e+00,1.634200005813848013e-29,3.019438078828217353e+00,2.415323672422887036e+00,1.000000000000000000e+00
7.757768654999999569e+00,1.299668699300525250e+15,1.000000000000000048e-04,1.634200005813848013e-29,1.179004105000010227e+01,2.429839292569369480e+00,1.634200005813848013e-29,3.043496587076044868e+00,2.429839292569369480e+00,1.000000000000000000e+00
7.757768654999999569e+00,1.336802090709111250e+15,1.000000000000000048e-04,1.634200005813848013e-29,1.172004140000009365e+01,2.440933637107939536e+00,1.634200005813848013e-29,3.062083080121381862e+00,2.440933637107939536e+00,1.000000000000000000e+00
7.757768654999999569e+00,1.373935482117697500e+15,1.000000000000000048e-04,1.634200005813848013e-29,1.164004180000008581e+01,2.449663495713142236e+00,1.634200005813848013e-29,3.076855022504844772e+00,2.449663495713142236e+00,1.000000000000000000e+00
7.757768654999999569e+00,1.411068873526283750e+15,1.000000000000000048e-04,1.634200005813848013e-29,1.157004215000007719e+01,2.455886620120748987e+00,1.634200005813848013e-29,3.087501540149414136e+00,2.455886620120748987e+00,1.000000000000000000e+00
7.757768654999999569e+00,1.448202264934870000e+15,1.000000000000000048e-04,1.634200005813848013e-29,1.150004250000007033e+01,2.460176626263938626e+00,1.634200005813848013e-29,3.094921030546599727e+00,2.460176626263938626e+00,1.000000000000000000e+00
7.757768654999999569e+00,1.485335656343456250e+15,1.000000000000000048e-04,1.634200005813848013e-29,1.143004285000006170e+01,2.462637130171108080e+00,1.634200005813848013e-29,3.099268174149069743e+00,2.462637130171108080e+00,1.000000000000000000e+00
7.757768654999999569e+00,1.522469047752042500e+15,1.000000000000000048e-04,1.634200005813848013e-29,1.137004315000005583e+01,2.463627011118339372e+00,1.634200005813848013e-29,3.101088301741578679e+00,2.463627011118339372e+00,1.000000000000000000e+00
7.757768654999999569e+00,1.559602439160628500e+15,1.000000000000000048e-04,1.634200005813848013e-29,1.131004345000004818e+01,2.463309768617729212e+00,1.634200005813848013e-29,3.100668134187581249e+00,2.463309768617729212e+00,1.000000000000000000e+00
7.757768654999999569e+00,1.596735830569214750e+15,1.000000000000000048e-04,1.634200005813848013e-29,1.125004375000004231e+01,2.461941417348604499e+00,1.634200005813848013e-29,3.098384361483751626e+00,2.461941417348604499e+00,1.000000000000000000e+00
7.757768654999999569e+00,1.633869221977801000e+15,1.000000000000000048e-04,1.634200005813848013e-29,1.119004405000003466e+01,2.459610453057177182e+00,1.634200005813848013e-29,3.094418691785679076e+00,2.459610453057177182e+00,1.000000000000000000e+00
7.757768654999999569e+00,1.671002613386387250e+15,1.000000000000000048e-04,1.634200005813848013e-29,1.113004435000002879e+01,2.456481969729166881e+00,1.634200005813848013e-29,3.089045986646920205e+00,2.456481969729166881e+00,1.000000000000000000e+00
7.757768654999999569e+00,1.708136004794973500e+15,1.000000000000000048e-04,1.634200005813848013e-29,1.107004465000002114e+01,2.452594985796843652e+00,1.634200005813848013e-29,3.082314062280160361e+00,2.452594985796843652e+00,1.000000000000000000e+00
7.757768654999999569e+00,1.745269396203559500e+15,1.000000000000000048e-04,1.634200005813848013e-29,1.102004490000001624e+01,2.448165966795696313e+00,1.634200005813848013e-29,3.074598639667776911e+00,2.448165966795696313e+00,1.000000000000000000e+00
3.713339140859396875e+13,7.757768654999999569e+00,2.000000000000101963e+01,6.257250902823845162e-02,1.000000000000000048e-04,1.634200005813848013e-29,6.283394164191341558e-02,1.634200005813848013e-29,6.257250902823845162e-02,2.600823636255462892e-28
3.713339140859396875e+13,3.713339140859396875e+13,2.000000000000101963e+01,2.526699699674178623e-02,2.000000000000101963e+01,2.526699699674178623e-02,2.537245600137542911e-02,2.537245600137542911e-02,5.053399399348357246e-02,5.000000000000000000e-01
3.713339140859396875e+13,7.426678281718017188e+13,2.000000000000101963e+01,1.039586695500743611e-02,2.000000000000101963e+01,4.897738254126010604e-02,1.044537685614564150e-02,4.925372046307937429e-02,5.937324949626754389e-02,8.250329179972056837e-01
3.713339140859396875e+13,1.114001742257663750e+14,2.000000000000101963e+01,5.378791026008008201e-03,2.000000000000101963e+01,6.458960282864874280e-02,5.406053850822134174e-03,6.504603548116184852e-02,6.996839385465675187e-02,9.232662380621851073e-01
3.713339140859396875e+13,1.485335656343525938e+14,1.645001775000062239e+01,3.413186894690104899e-03,2.000000000000101963e+01,7.592866106432114015e-02,3.430783914388381168e-03,7.655756280228119548e-02,7.934184795901123854e-02,9.571089533011513106e-01
3.713339140859396875e+13,1.856669570429388125e+14,1.081004594999999213e+01,2.200210445237550574e-03,2.000000000000101963e+01,8.951588356219962461e-02,2.211694979040061855e-03,9.041533338627810723e-02,9.171609400743717389e-02,9.761225743924635267e-01
3.713339140859396875e+13,2.228003484515250000e+14,8.210058949999966771e+00,1.644072395013955468e-03,2.000000000000101963e+01,1.116689646019776716e-01,1.652668090168099482e-03,1.131446409852071705e-01,1.133130369969916340e-01,9.856035990435718652e-01
3.713339140859396875e+13,2.599337398601112188e+14,6.870065649999972379e+00,1.258963441805085234e-03,2.000000000000101963e+01,1.473377790372709106e-01,1.265518127241299726e-03,1.500097220334247472e-01,1.485967424790760050e-01,9.916343340397462125e-01
3.713339140859396875e+13,2.970671312686974375e+14,6.210068949999976162e+00,1.028034689748486561e-03,1.623001885000059730e+01,1.923781791975952560e-01,1.033333257737750191e-03,1.969301487499308112e-01,1.934062138873437475e-01,9.947801824495200451e-01
3.713339140859396875e+13,3.342005226772836250e+14,5.670071649999978369e+00,8.341662839375437333e-04,1.402002990000035076e+01,2.593808767544962812e-01,8.384088642500048000e-04,2.674441230294802296e-01,2.602150430384338464e-01,9.968749032658521525e-01
3.713339140859396875e+13,3.713339140858698750e+14,5.310073449999979545e+00,7.018342544441756115e-04,1.312003440000025023e+01,3.301558011302122564e-01,7.053492725555412591e-04,3.427713703418518998e-01,3.308576353846564566e-01,9.979464422702435389e-01
3.713339140859396875e+13,4.084673054944560625e+14,4.940075299999980629e+00,5.833837742418334412e-04,1.257003715000018929e+01,4.363391313491456480e-01,5.862397330343641208e-04,4.573715218762634538e-01,4.369225151233874782e-01,9.987198825259031576e-01
3.713339140859396875e+13,4.456006969030422500e+14,4.670076649999982621e+00,4.962826614784614319e-04,1.237003815000016793e+01,5.390951016000918861e-01,4.986597160533050126e-04,5.700229605272136846e-01,5.395913842615703837e-01,9.991259582488026814e-01
3.713339140859396875e+13,4.827340883116285000e+14,4.400077999999983724e+00,4.212487677169424161e-04,1.230003850000015930e+01,6.647943629675744370e-01,4.232113245233479161e-04,7.101905396681716942e-01,6.652156117352914233e-01,9.994044425344539295e-01
3.713339140859396875e+13,5.198674797202146875e+14,4.170079149999984303e+00,3.612742285521518921e-04,1.231003845000016028e+01,7.835892753342647010e-01,3.629144947584614562e-04,8.450729097780003141e-01,7.839505495628168452e-01,9.995707367912040064e-01
3.713339140859396875e+13,5.570008711288009375e+14,3.950080249999985860e+00,3.097316573504037577e-04,1.235003825000016420e+01,9.184264735151936865e-01,3.110936435948199325e-04,1.001096924851512471e+00,9.187362051725440626e-01,9.996893437661280579e-01
3.713339140859396875e+13,5.941342625373871250e+14,3.750081249999986710e+00,2.664461856168361814e-04,1.240003800000017087e+01,1.050176828963016895e+00,2.675811155692920632e-04,1.156674083305591960e+00,1.050443275148633671e+00,9.997687168473587960e-01
3.713339140859396875e+13,6.312676539459733750e+14,3.560082199999987651e+00,2.293842063545302630e-04,1.245003775000017576e+01,1.188121210032976993e+00,2.303266228384293404e-04,1.323024982710375719e+00,1.188350594239331537e+00,9.998259393926373084e-01
3.713339140859396875e+13,6.684010453545595000e+14,3.380083099999988239e+00,1.973524299969244640e-04,1.250003750000018243e+01,1.324881779652735680e+00,1.981331520382473570e-04,1.491665344708505314e+00,1.325079132082732647e+00,9.998671908288000454e-01
3.713339140859396875e+13,7.055344367631457500e+14,3.220083899999989008e+00,1.704548932670988033e-04,1.253003735000018537e+01,1.456258330333625839e+00,1.711034327940034398e-04,1.657358521581427935e+00,1.456428785226892897e+00,9.998967720213189914e-01
3.713339140859396875e+13,7.426678281717320000e+14,3.060084699999989777e+00,1.469684729579051326e-04,1.255003725000018733e+01,1.583963551699237415e+00,1.475052418127495977e-04,1.822175981408868717e+00,1.584110520172195224e+00,9.999190564996317532e-01
3.713339140859396875e+13,7.798012195803181250e+14,2.920085399999990283e+00,1.277069220142832003e-04,1.256003720000018831e+01,1.697339269902429448e+00,1.281555819322181475e-04,1.971819622781446624e+00,1.697466976824443696e+00,9.999350106613682510e-01
3.713339140859396875e+13,8.169346109889043750e+14,2.780086099999991234e+00,1.106009525506917307e-04,1.255003725000018733e+01,1.806588089920035944e+00,1.109738250132666701e-04,2.119251063222423959e+00,1.806698690872586610e+00,9.999476380990725000e-01
3.713339140859396875e+13,8.540680023974906250e+14,2.660086699999991477e+00,9.676788917961381303e-05,1.253003735000018537e+01,1.898943661191965449e+00,9.708217477951978556e-05,2.246554603076690526e+00,1.899040429081145120e+00,9.999567880613550175e-01
3.713339140859396875e+13,8.912013938060767500e+14,2.540087299999992165e+00,8.417853777301813941e-05,1.250003750000018243e+01,1.988543875036035358e+00,8.444100966813555494e-05,2.372637352422616974e+00,1.988628053573808341e+00,9.999644117528224685e-01
3.713339140859396875e+13,9.283347852146630000e+14,2.430087849999992500e+00,7.393778412152317151e-05,1.246003770000017674e+01,2.063125571113827661e+00,7.416003614513626296e-05,2.479692616662957594e+00,2.063199508897949119e+00,9.999700939472041528e-01
3.713339140859396875e+13,9.654681766232492500e+14,2.330088349999992925e+00,6.487564832115853624e-05,1.241003795000017185e+01,2.131483671357295329e+00,6.506343012460776216e-05,2.579657539620775708e+00,2.131548547005616356e+00,9.999747789045041468e-01
3.713339140859396875e+13,1.002601568031835500e+15,2.230088849999993350e+00,5.730929625899038575e-05,1.235003825000016420e+01,2.188900468572554825e+00,5.746953265854725588e-05,2.665131512222472132e+00,2.188957777868813626e+00,9.999784369764951331e-01
3.713339140859396875e+13,1.039734959440421625e+15,2.140089299999993866e+00,5.070566288379059331e-05,1.229003855000015832e+01,2.239467179189595925e+00,5.084265683668161501e-05,2.741660936587170028e+00,2.239517884852479934e+00,9.999814558710286017e-01
3.713339140859396875e+13,1.076868350849007875e+15,2.060089699999994028e+00,4.505812392321186270e-05,1.222003890000014970e+01,2.282316017251804219e+00,4.517599713678058888e-05,2.807531292328677264e+00,2.282361075375727300e+00,9.999839092549582809e-01
3.713339140859396875e+13,1.114001742257594125e+15,1.980090099999994635e+00,4.017127286834875786e-05,1.215003925000014284e+01,2.318880133823913336e+00,4.027315191612778819e-05,2.864557893748019168e+00,2.318920305096781487e+00,9.999859410815864491e-01
3.713339140859396875e+13,1.151135133666180250e+15,1.910090449999994888e+00,3.589690908405147553e-05,1.208003960000013421e+01,2.350028206461770353e+00,3.598526689380969414e-05,2.913805802838501879e+00,2.350064103370854252e+00,9.999876502330906636e-01
3.713339140859396875e+13,1.188268525074766500e+15,1.840090799999995141e+00,3.221864016261289011e-05,1.201003995000012736e+01,2.375815642964382857e+00,3.229574003731287119e-05,2.955105509367204508e+00,2.375847861604545308e+00,9.999890713252080898e-01
3.713339140859396875e+13,1.225401916483352750e+15,1.780091099999995485e+00,2.893861394161087070e-05,1.194004030000011873e+01,2.397708269706755324e+00,2.900597072483089854e-05,2.990591281385546640e+00,2.397737208320696922e+00,9.999903010185386965e-01
3.713339140859396875e+13,1.262535307891939000e+15,1.720091399999995829e+00,2.613109616488529729e-05,1.186004070000011090e+01,2.415216383092730013e+00,2.619037896913138693e-05,3.019292182683653625e+00,2.415242514188894685e+00,9.999913257312634807e-01
3.713339140859396875e+13,1.299668699300525250e+15,1.660091699999995951e+00,2.359737244819159929e-05,1.179004105000010227e+01,2.429744931303138511e+00,2.364956904118201334e-05,3.043370051205019688e+00,2.429768528675586570e+00,9.999922292114111766e-01
3.713339140859396875e+13,1.336802090709111250e+15,1.610091949999996386e+00,2.142695341553106859e-05,1.172004140000009365e+01,2.440864030374834570e+00,2.147326596677849727e-05,3.061988718097226059e+00,2.440885457328250130e+00,9.999929871997071951e-01
3.713339140859396875e+13,1.373935482117697500e+15,1.560092199999996598e+00,1.946195563238122006e-05,1.164004180000008581e+01,2.449597676993823026e+00,1.950307595093905280e-05,3.076767852698484518e+00,2.449617138949455430e+00,9.999936612207163122e-01
3.713339140859396875e+13,1.411068873526283750e+15,1.510092449999996811e+00,1.776049933461565399e-05,1.157004215000007719e+01,2.455835777223922101e+00,1.779725243131882804e-05,3.087438284623106988e+00,2.455853537723256874e+00,9.999942356257192078e-01
3.713339140859396875e+13,1.448202264934870000e+15,1.460092699999997023e+00,1.623533606740361446e-05,1.150004250000007033e+01,2.460118454337275384e+00,1.626827407277476041e-05,3.094850321048251196e+00,2.460134689673342923e+00,9.999947434651532685e-01
3.713339140859396875e+13,1.485335656343456250e+15,1.420092899999997105e+00,1.489880640815700172e-05,1.143004285000006170e+01,2.462607195704318741e+00,1.492849031735860899e-05,3.099231664617294157e+00,2.462622094510726889e+00,9.999951831873106212e-01
3.713339140859396875e+13,1.522469047752042500e+15,1.380093099999997408e+00,1.370981923175823043e-05,1.137004315000005583e+01,2.463605709610723782e+00,1.373668249537593423e-05,3.101062789884466042e+00,2.463619419429955659e+00,9.999955703503677906e-01
3.713339140859396875e+13,1.559602439160628500e+15,1.350093249999997580e+00,1.265143221972029204e-05,1.131004345000004818e+01,2.463304885483324824e+00,1.267584298982186487e-05,3.100660391341862443e+00,2.463317536915544448e+00,9.999959119059910195e-01
3.713339140859396875e+13,1.596735830569214750e+15,1.310093449999997661e+00,1.170643973951797473e-05,1.125004375000004231e+01,2.461912658757253514e+00,1.172870817529988412e-05,3.098353974307996417e+00,2.461924365196992870e+00,9.999962145500888022e-01
3.713339140859396875e+13,1.633869221977801000e+15,1.280093599999997833e+00,1.085350858199970474e-05,1.119004405000003466e+01,2.459588137926371321e+00,1.087388260390184856e-05,3.094396982146760955e+00,2.459598991434953419e+00,9.999964859568906128e-01
3.713339140859396875e+13,1.671002613386387250e+15,1.250093749999998005e+00,1.009070142216693927e-05,1.113004435000002879e+01,2.456469601995356911e+00,1.010941267180146093e-05,3.089033285576490151e+00,2.456479692696778905e+00,9.999967273322581951e-01
3.713339140859396875e+13,1.708136004794973500e+15,1.220093899999998177e+00,9.389239658599254955e-06,1.107004465000002114e+01,2.452572700683832707e+00,9.406445940854272163e-06,3.082296229546018562e+00,2.452582089923491360e+00,9.999969482436034118e-01
3.713339140859396875e+13,1.745269396203559500e+15,1.190094049999998349e+00,8.761279207879514903e-06,1.102004490000001624e+01,2.448161830942261030e+00,8.777159421071564627e-06,3.074596712016922861e+00,2.448170592221468933e+00,9.999971452729620180e-01
7.426678281718017188e+13,7.757768654999999569e+00,2.000000000000101963e+01,7.198763656377556164e-02,1.000000000000000048e-04,1.634200005813848013e-29,7.241884329652734098e-02,1.634200005813848013e-29,7.198763656377556164e-02,2.256595012326318068e-28
7.426678281718017188e+13,3.713339140859396875e+13,2.000000000000101963e+01,4.897738215982932325e-02,2.000000000000101963e+01,1.039586497646062882e-02,4.925372007899397886e-02,1.044537486703249300e-02,5.937324713628995554e-02,1.749670556392200205e-01
7.426678281718017188e+13,7.426678281718017188e+13,2.000000000000101963e+01,2.729427467741305652e-02,2.000000000000101963e+01,2.729427467741305652e-02,2.745529503361058069e-02,2.745529503361058069e-02,5.458854935482611304e-02,5.000000000000000000e-01
7.426678281718017188e+13,1.114001742257663750e+14,2.000000000000101963e+01,1.587169441983221976e-02,2.000000000000101963e+01,4.468201310016495231e-02,1.597260246746891321e-02,4.499585276059330646e-02,6.055370751999716861e-02,7.380185801375342969e-01
7.426678281718017188e+13,1.485335656343525938e+14,2.000000000000101963e+01,1.036378118051285713e-02,2.000000000000101963e+01,5.925069005494271873e-02,1.043285736607374621e-02,5.973121499309633209e-02,6.961447123545558280e-02,8.513076990077211859e-01
7.426678281718017188e+13,1.856669570429388125e+14,1.444002780000039898e+01,6.719552976175985695e-03,2.000000000000101963e+01,7.639483454768969395e-02,6.765850725938728737e-03,7.714455962655014654e-02,8.311438752386568485e-02,9.193681606666336270e-01
7.426678281718017188e+13,2.228003484515250000e+14,9.610051949999959930e+00,4.978855126094115964e-03,2.000000000000101963e+01,1.000064226305953652e-01,5.013856743083865836e-03,1.012950194046079860e-01,1.049852777566894768e-01,9.528368944835964305e-01
7.426678281718017188e+13,2.599337398601112188e+14,7.610061949999969322e+00,3.842534844646492819e-03,2.000000000000101963e+01,1.362897818369855629e-01,3.869635034866382960e-03,1.387008537835159871e-01,1.401323166816320631e-01,9.728580923938907610e-01
7.426678281718017188e+13,2.970671312686974375e+14,6.750066249999973067e+00,3.175576366221403730e-03,1.651001745000062826e+01,1.815790810699388913e-01,3.197830126389371221e-03,1.857855507920961879e-01,1.847546574361602911e-01,9.830787759704187057e-01
7.426678281718017188e+13,3.342005226772836250e+14,6.130069349999976325e+00,2.596435761444454166e-03,1.410002950000036037e+01,2.490714467788933684e-01,2.614464364528334538e-03,2.566895264338598381e-01,2.516678825403378394e-01,9.899173770658966642e-01
7.426678281718017188e+13,3.713339140858698750e+14,5.730071349999978025e+00,2.207666255233056533e-03,1.314003430000025396e+01,3.203638032949150949e-01,2.222784431012572639e-03,3.324510010721495323e-01,3.225714695501481488e-01,9.933583551287987756e-01
7.426678281718017188e+13,4.084673054944560625e+14,5.320073399999979635e+00,1.847472478994523475e-03,1.256003720000018831e+01,4.272188385524749998e-01,1.859877049175949352e-03,4.476182326731492633e-01,4.290663110314695272e-01,9.958621409831839300e-01
7.426678281718017188e+13,4.456006969030422500e+14,5.040074799999980648e+00,1.584212766886448649e-03,1.236003820000016518e+01,5.307151518211186136e-01,1.594633975912874415e-03,5.609400716243118090e-01,5.322993645880050861e-01,9.971652700534958669e-01
7.426678281718017188e+13,4.827340883116285000e+14,4.740076299999982368e+00,1.353117846199606298e-03,1.229003855000015832e+01,6.572480422410846845e-01,1.361793833826019330e-03,7.018785134246022794e-01,6.586011600872843097e-01,9.980635441117773343e-01
7.426678281718017188e+13,5.198674797202146875e+14,4.500077499999982855e+00,1.166994131498867975e-03,1.230003850000015930e+01,7.769019096814597791e-01,1.174297225745455893e-03,8.375951990786902890e-01,7.780689038129586788e-01,9.985999762379064171e-01
7.426678281718017188e+13,5.570008711288009375e+14,4.270078649999984322e+00,1.006093861815591768e-03,1.234003830000016322e+01,9.125510621942890532e-01,1.012201285712759991e-03,9.944140401245624705e-01,9.135571560561046578e-01,9.989831478781604490e-01
7.426678281718017188e+13,5.941342625373871250e+14,4.050079749999984990e+00,8.694135523845993030e-04,1.239003805000016989e+01,1.045098139198935350e+00,8.745339578597346010e-04,1.150798546209550244e+00,1.045967552751319918e+00,9.992406404448277435e-01
7.426678281718017188e+13,6.312676539459733750e+14,3.850080749999986285e+00,7.519844561223759010e-04,1.245003775000017576e+01,1.183735958095039287e+00,7.562618269721500894e-04,1.317860326381574687e+00,1.184487942551161632e+00,9.994264732950163266e-01
7.426678281718017188e+13,6.684010453545595000e+14,3.660081699999987226e+00,6.494908022924517294e-04,1.249003755000017968e+01,1.321148839951646448e+00,6.530534097848659895e-04,1.487189355373178090e+00,1.321798330753938933e+00,9.995610735344484521e-01
